Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Woomera,8.5,14.1,0,4.2,1.3,SE,35,ESE,SE,17,15,62,50,1027.2,1024.8,7,5,11,13.7,No,No
Melbourne,16.9,25.5,0,6.4,10.1,SSE,35,SSE,SSE,13,19,71,57,1017.8,1014.5,7,1,18.1,23.1,No,No
Perth,20.8,37.1,0,14.4,10.2,ENE,31,E,SW,6,15,25,16,1009.9,1008.7,6,7,30,35.6,No,No
CoffsHarbour,9.2,20.1,0,1,1.7,NE,24,NNW,NNE,2,17,83,72,1026.7,1023.6,7,8,14.5,18.2,No,No
Brisbane,13.4,23.9,0,10.2,2.5,WNW,30,WSW,WNW,6,9,49,35,1018.5,1014.6,6,7,18.4,22.7,No,No
Brisbane,13,24.1,0,3.2,3.6,W,24,SW,WSW,4,9,53,27,1019.9,1015.9,7,8,17.3,22.1,No,No
Watsonia,4.7,15.2,0,1.4,4.8,NNW,39,ENE,NNE,13,9,100,68,1022.6,1018.4,4,7,6.7,14.1,No,No
WaggaWagga,11.9,18.7,4.2,1.2,2.2,NNE,37,NE,NNE,7,15,96,71,1022.8,1019.3,8,6,13.2,17.6,Yes,No
Townsville,11.8,24.9,0,6.8,10.4,ENE,35,SSE,ENE,20,24,59,49,1020.5,1016.3,2,1,20.5,23.3,No,No
MelbourneAirport,9.5,16.9,0,2.8,6.5,SSE,39,SSW,S,15,22,81,51,1024.7,1023,7,3,11.3,14.2,No,No
Hobart,7.4,24,0,7,5.5,NNW,63,NNW,NNW,26,24,53,27,1013.8,1005.6,7,7,13.3,22.3,No,No
Townsville,24.1,30.3,0,7.6,2.4,ESE,46,SSE,SE,15,20,62,72,1009.3,1007.4,7,7,28.9,28,No,No
NorfolkIsland,16.5,21.7,6.4,5.2,7.3,WNW,56,WNW,NW,22,24,52,79,1011.7,1008.7,1,6,20.3,17.9,Yes,Yes
Townsville,25.9,32.3,0.2,7,5.5,ENE,39,E,ENE,22,24,64,75,1013.8,1011.8,2,7,30.3,28,No,Yes
Watsonia,4.1,11.2,10.6,1.2,0.3,NW,28,NNE,N,6,9,100,98,1003.4,998.3,7,8,8.1,9.6,Yes,Yes
Sydney,11.7,15.7,1.2,5.6,1.1,W,57,NW,W,13,35,81,46,996.5,994.8,7,7,12.7,14.8,Yes,Yes
Perth,18.4,28.5,0,9.2,12.9,SSW,43,SSW,SSW,13,24,58,53,1008.4,1006.7,1,1,23.6,25.5,No,No
Mildura,12.4,30.8,0,7.4,10.3,NNE,28,ENE,E,13,11,47,15,1019.9,1015.9,7,7,20.8,30.3,No,No
Cairns,16.8,28.4,0,5.6,10.6,SE,35,ESE,ESE,13,19,64,44,1017,1013.8,1,1,23.3,27.6,No,No
Townsville,15.9,25.2,0,7.2,9.9,E,46,SSE,E,17,28,54,41,1021.8,1018.8,1,2,21.2,23.8,No,No
Sydney,9.4,18.5,0,5,8.2,NNW,35,NNW,NNW,7,24,58,43,1012.6,1007.4,7,4,12.8,17.4,No,No
Cairns,18.9,24.3,0,6.2,0.4,SE,33,S,SSE,19,15,67,70,1015.7,1013.4,6,7,22.4,23,No,No
Mildura,4.7,16.7,0,3.2,10.5,SSW,46,SSW,SSW,19,26,62,35,1021.5,1019,1,1,9.1,15.8,No,No
Hobart,8.5,17.5,0.2,2.2,5.7,N,43,NNW,NNW,20,15,86,56,1014,1008.4,7,7,10.4,16.6,No,No
CoffsHarbour,5.3,18,0,2.2,9.1,WSW,24,W,SSE,9,11,74,52,1019.4,1018.8,1,1,14.8,17.3,No,No
Brisbane,16.1,25,0,4.6,7.7,NNE,37,NNE,NE,2,15,66,60,1019.1,1015.5,7,2,19.6,22.6,No,No
Canberra,17.9,27.8,0.2,3,2.4,NNW,65,N,NW,9,26,80,81,1008.5,1006.8,7,8,22,23,No,Yes
Mildura,13.7,27.8,0,8,7.7,SSE,39,SE,SSE,17,17,55,35,1021.1,1017.9,6,7,18.2,23.5,No,No
Canberra,12,26.5,0,12.8,12.9,NW,50,NE,NNW,6,22,62,19,1013.2,1008.8,7,1,15.7,25,No,No
Darwin,12.7,25,0,7.2,11.2,ESE,48,SE,ESE,30,9,43,35,1018.7,1014.6,5,6,16.7,23.9,No,No
Nuriootpa,10.1,12.4,22,2,3.9,WSW,56,WSW,WSW,24,33,94,64,1010,1010.6,7,6,10.6,10.4,Yes,Yes
Watsonia,14.1,19.9,4.4,10.4,8.8,SSW,35,S,S,17,15,69,51,1020.4,1019.5,7,7,14.9,18.8,Yes,No
MountGambier,11.7,30.2,0,4,10.5,S,33,E,S,15,20,70,35,1017.8,1014.2,4,7,19,29.3,No,No
MountGambier,5.7,22.8,0,2,9.6,N,33,NE,N,19,19,71,35,1020.7,1016.4,6,8,12.5,22,No,No
Nuriootpa,5.7,15.5,7,0.2,7.9,SE,28,SSE,S,17,13,87,60,1018.3,1017.1,5,2,10.3,15.3,Yes,No
AliceSprings,13,20.8,0,3.4,3.5,ESE,19,SSE,S,9,9,71,31,1018.4,1016,8,6,14.8,19.9,No,No
Mildura,15.7,32.3,0,8,11.3,W,37,NE,NNW,9,13,55,23,1023.1,1020.3,1,2,21,31,No,No
Darwin,25.9,30.8,2.8,2.4,3.6,ENE,41,WNW,WNW,20,26,81,76,1003.1,999.8,7,7,28.5,30.1,Yes,Yes
MelbourneAirport,8.1,14.8,0.2,2.4,0,SW,31,SW,SSE,19,13,85,76,1028.2,1026.7,7,7,11.3,13.5,No,No
Portland,7.6,21.3,1.2,3,7.7,N,61,N,N,20,20,83,55,1012.2,1004.5,7,8,12.1,20.5,Yes,Yes
WaggaWagga,13.3,27.2,0,10.4,5,NE,43,ESE,E,17,20,36,28,1016.6,1013.6,5,7,19.9,26.4,No,No
Portland,2.9,13.7,0.2,1.2,3.8,NNW,39,N,NNW,11,20,91,60,1023.5,1018.5,2,7,6.6,13.3,No,Yes
Mildura,16.1,29.1,0,6,9.6,NNE,39,NNE,NNW,20,19,60,30,1020.6,1017,1,1,18.6,28.1,No,No
Melbourne,15.9,25.9,0,7.4,10.8,SSE,41,SW,SSW,13,17,72,48,1017.4,1018.1,6,3,18.7,25.1,No,No
Watsonia,5.3,28.2,0,4.4,11.9,S,24,E,SE,6,7,86,24,1025.2,1019.8,0,1,11.3,26.8,No,No
CoffsHarbour,18.1,26.7,18,4.2,9.1,NNE,98,WSW,SE,15,19,71,78,1014.3,1012.8,4,5,24.3,25.4,Yes,Yes
Williamtown,13,24.2,0.2,5.2,9.4,SSE,39,WNW,SSE,11,22,87,50,1020.4,1018.5,2,3,17.9,23.2,No,Yes
Cairns,24.7,31.7,0,10.8,11.2,SE,56,SE,SE,33,39,57,49,1012.7,1010.8,3,2,29.3,30.6,No,Yes
Nuriootpa,9.2,21.2,0,5.4,11.5,SSE,39,SE,SE,15,20,100,28,1033.6,1030.8,2,5,12.9,19.8,No,No
Townsville,16.6,25.9,0,4.8,7.7,ENE,28,ESE,NE,9,19,74,63,1015.2,1012.2,6,7,22.5,24.5,No,No
Watsonia,14.5,25.7,0,2,9,S,33,SSE,SSW,7,11,90,53,1019.9,1018,7,7,17.2,24.7,No,No
Canberra,21,39.6,0,12.4,12.7,WNW,43,SE,WNW,6,24,43,16,1011,1006.8,4,1,26.4,38.5,No,No
WaggaWagga,2.3,16.7,0,1,8.9,E,20,E,ENE,15,7,83,55,1027.3,1023.9,6,5,7.4,15.8,No,No
Hobart,0.5,10.7,0,0.4,8.4,NNW,33,NW,NNW,9,20,82,50,1024.2,1022.1,1,1,2.7,10.1,No,No
MelbourneAirport,9.7,16.7,0,1.6,3.2,NNW,37,NNW,WNW,15,17,56,47,1024.3,1022.4,3,7,13.8,16.3,No,No
PerthAirport,4.2,18.9,0,1.6,8.7,S,30,NNE,SSW,7,15,81,51,1029.3,1026.9,3,3,8.7,18.2,No,No
Woomera,17.6,42,1.2,13,11,W,76,NNE,N,22,41,10,5,1011.1,1005.3,3,1,27.8,40.9,Yes,No
Hobart,9.5,13.5,15.8,5.6,0.8,SSE,43,S,S,20,26,82,69,1016.6,1016.5,8,8,10.6,12.5,Yes,Yes
WaggaWagga,2.2,19.5,0,2.2,10.1,WNW,24,E,SW,9,13,77,38,1025.7,1022.7,0,1,10.6,18.9,No,No
WaggaWagga,1.1,6.3,0.2,0.4,0.4,E,17,ESE,SE,6,4,98,97,1027,1025.8,8,8,2.1,6,No,No
Perth,18.1,35.3,0,11,13,SSW,39,NNE,WSW,13,17,28,30,1013.1,1009.1,0,1,28,30.8,No,No
Hobart,6.7,16.4,3.2,1,7,NW,24,NNW,SE,17,9,83,64,1027.4,1025.3,1,3,10.3,13.8,Yes,Yes
Townsville,16.6,27.6,0,4.2,8,ENE,31,SSW,NE,13,22,77,60,1018.9,1016.2,6,7,22.7,25.4,No,No
Canberra,0.4,19,0,3.4,8.3,NW,39,NE,WNW,2,19,76,41,1019.8,1015.8,6,5,7.7,18.5,No,No
Watsonia,3.5,16.5,5.4,3.4,11.8,SW,31,S,SSE,6,9,75,48,1025.6,1024.8,5,1,10.5,15.7,Yes,No
Cairns,23.8,31.8,0.6,5.8,9.8,S,30,S,NE,17,15,74,61,1011.8,1008.4,5,3,28.1,31.5,No,No
Portland,10.9,18,0,5.2,9.9,SE,35,SE,ESE,17,19,56,51,1022.2,1019.7,7,3,14.1,17.2,No,No
Nuriootpa,14.5,22.3,0,6.4,7.8,W,39,WSW,W,17,22,80,45,1016.5,1016,8,4,16.8,21.6,No,No
Hobart,6.8,9.8,10,2.4,2.2,E,24,SSW,SSE,9,9,88,75,1016,1016.1,8,7,7.6,8.3,Yes,No
