Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Nuriootpa,9,16.7,11.2,1.8,5.1,NW,63,W,W,31,33,97,63,1013.1,1013.1,8,6,13.7,16.2,Yes,Yes
Mildura,19.1,30.7,0,2.8,8.7,SE,20,ESE,S,9,11,100,58,1012.8,1011.9,8,5,20.4,28.6,No,No
SydneyAirport,21.1,29.1,0,8.2,12.9,ENE,35,WSW,ENE,7,26,62,56,1008.7,1005.5,3,2,25.2,27.9,No,No
SydneyAirport,14.8,19.4,6,2.8,3.4,S,54,SSW,SSW,28,22,70,59,1022.1,1021.7,7,7,16.6,18.4,Yes,No
WaggaWagga,19.8,35.7,0,11,12.7,NE,43,ENE,WNW,22,20,53,22,1015.9,1011.7,1,3,24.2,34.2,No,No
PerthAirport,7.7,15.3,4.8,0.6,9.5,SSW,46,S,S,19,19,79,38,1026.6,1024.7,1,3,10.2,15.1,Yes,No
MelbourneAirport,4.7,16.5,0,3,7.7,S,31,N,S,13,17,83,56,1020.4,1018.8,7,6,10.2,15.3,No,No
Perth,16,33.5,0,8.6,11.9,SW,39,ESE,SW,9,15,51,43,1019.1,1017.1,5,5,25.2,29.8,No,No
AliceSprings,4,25.9,0,6,11.3,SE,28,ENE,ESE,11,13,22,14,1022.7,1018.1,0,0,15.3,25,No,No
Townsville,10.1,22,0,7.4,11,E,35,SSE,NE,7,22,44,42,1021.7,1018.3,2,1,17.8,20.7,No,No
Sydney,15.3,23.7,0,2.8,10.7,NE,35,WNW,NE,15,19,78,54,1028.1,1023.7,1,2,17.8,23,No,No
Woomera,26.5,40,0.6,14.2,8.5,NNE,52,N,ENE,19,20,31,27,1011,1008.1,2,2,32.7,37.4,No,No
Canberra,8.4,16.1,0,3,4.9,SE,35,SE,ESE,13,22,69,51,1029.5,1027.4,6,7,13.6,15.2,No,No
Perth,12.6,22.3,2.2,6.2,12.7,WSW,35,SW,SW,13,17,52,39,1023.2,1022.5,3,1,19.2,21.2,Yes,No
MountGambier,9,14.7,1,0.6,1.7,NNW,37,NNW,NNW,19,20,92,96,1025,1024.5,3,7,13.1,13.3,No,Yes
Perth,18.2,25.8,0,12,13,SW,48,S,SW,19,24,60,54,1010.8,1010.3,1,0,22.2,23.7,No,No
CoffsHarbour,6.6,19.3,0,2.8,10.5,WSW,26,SW,E,17,15,68,52,1027.8,1023.9,1,1,16.8,19.1,No,No
Sale,0,14.2,0,0.8,7.1,NW,17,NW,NNW,9,7,88,67,1020.1,1017.6,3,5,3.6,13.2,No,No
Cairns,17.9,26.5,0.6,7.6,5.7,SE,41,SSE,ESE,17,22,83,57,1020,1017.2,6,7,20.6,24.1,No,No
Hobart,2.3,15.8,0.2,3.6,9.5,NW,61,NNW,NNW,22,33,49,40,1016.9,1014.1,5,4,10.4,15.2,No,No
Hobart,8.6,18.7,2.6,8.2,10.8,NW,59,NW,NW,30,30,57,33,998,998.4,3,7,12.8,18.3,Yes,No
Nuriootpa,11.4,19.2,0,4,2,SE,39,ESE,SE,9,20,70,44,1021.8,1020.3,7,6,12,17.7,No,No
NorfolkIsland,17.2,21.4,11,1.2,5.2,SSE,41,WNW,S,11,20,89,83,1011.7,1010.7,7,5,19.9,19.2,Yes,Yes
Nuriootpa,4.7,11.7,0.8,1.5,6.6,S,31,SW,S,6,15,75,62,1027.3,1026.5,3,7,7.4,10.7,No,No
WaggaWagga,9.8,30,0,6,11.1,ENE,26,ENE,W,15,9,54,17,1020.2,1016,1,5,18.2,29.8,No,No
Darwin,20,32.4,0,7.2,11.1,N,31,NNE,NNW,7,19,59,40,1015.4,1011.7,1,1,27.4,31.4,No,No
Townsville,22.3,31,0,9.4,11.6,ENE,39,ESE,ENE,11,28,67,58,1011.9,1009.5,1,2,28,30.1,No,No
Darwin,21.1,32.5,0,6.8,10.5,E,43,ENE,E,22,13,42,20,1015.3,1011.6,5,7,24.3,31.9,No,No
Cairns,22.8,31.6,5.8,3,8.9,SE,37,S,SE,15,26,69,52,1011.6,1008.2,7,3,27.1,30.6,Yes,Yes
MountGambier,7.1,13.4,0.2,2.4,5.7,SSW,48,SSE,S,13,30,69,64,1031.1,1030.1,8,7,10.1,12.1,No,No
NorfolkIsland,16,20,1.6,5,8,SSW,54,SSW,WSW,26,9,51,82,1019.2,1019.5,3,5,18.2,16.1,Yes,No
AliceSprings,9.4,27.1,0,3.2,10.6,ENE,26,E,SE,2,17,59,29,1020.9,1017.3,1,1,17.9,26.8,No,No
PerthAirport,21.4,31.6,0,9.8,6.7,E,35,ENE,W,20,15,53,48,1015.2,1012.5,7,7,25.4,28.2,No,No
Brisbane,7.8,22,0,2,9.8,NW,17,SW,NW,7,7,70,46,1021.7,1017.2,1,1,13.1,21.9,No,No
SydneyAirport,11.7,17,0,5.4,10,W,76,WNW,WSW,57,39,43,31,1007.8,1013.9,1,3,14.5,16.1,No,No
SydneyAirport,6.1,15.7,0,3.8,9.5,SW,50,WNW,S,19,24,58,59,1029.7,1029,1,1,10.5,15.2,No,No
Woomera,26.7,44.1,0,19.4,6.3,SW,74,E,WSW,17,24,15,3,1008.5,1004.9,5,7,32.9,41.7,No,No
PerthAirport,18.3,24.1,0,5.6,7.5,W,48,WSW,WSW,13,28,54,59,1017.6,1016.9,7,6,21.1,21.9,No,No
Brisbane,8.8,25.4,0,11.8,12.1,NNE,24,SW,NNE,6,7,37,26,1022.3,1017.6,0,1,19.8,23.5,No,No
SydneyAirport,10.4,20.8,8.2,3.4,8.6,WNW,41,NNW,N,19,22,67,39,1019.9,1017.4,1,5,15,20.5,Yes,No
MountGambier,5.5,15.9,0.2,1.2,3,N,35,NE,NNE,15,17,87,59,1023.4,1018.8,7,8,9.8,13.4,No,Yes
MountGambier,3.8,13.6,5.8,1.4,7,S,26,NW,SSE,7,13,100,70,1017.8,1015.3,7,4,7.3,12.8,Yes,No
SydneyAirport,13.8,21.6,0.6,0.2,3.4,NNW,30,WNW,SE,11,13,86,64,1024.6,1021.9,7,4,14.7,19.9,No,Yes
SydneyAirport,17,25.6,0,5,12.1,NE,44,NE,ENE,13,30,41,39,1022.5,1019.4,4,5,22,25,No,No
Perth,8.9,27.1,0,6.2,10.5,WSW,24,SSE,WSW,4,13,46,44,1021.2,1018.5,0,1,19.3,25.5,No,No
MelbourneAirport,17.1,37.7,0,7.2,11.1,S,56,ENE,WNW,15,19,75,19,1014.2,1010.8,1,4,20.8,36.1,No,No
Darwin,25.2,33.5,0.6,4.4,8.2,WSW,33,ESE,WSW,11,20,79,52,1011.7,1007.8,7,6,28,32.7,No,Yes
WaggaWagga,5.5,11.6,4.4,0.4,1.6,WSW,30,WSW,WSW,17,17,88,80,1028.1,1028.5,8,7,9,11,Yes,No
Sydney,22.4,28.1,0,8.8,10.8,ENE,33,NE,ENE,7,20,61,57,1023.4,1022.6,1,3,26.2,27,No,No
Canberra,19.9,22,11,4.4,5.9,NNW,76,N,WNW,41,30,92,62,996.5,996.8,8,3,20.6,19.6,Yes,Yes
Melbourne,9.3,18.5,0.4,0.6,7.6,WSW,37,N,SW,17,11,81,61,1014.6,1013.3,2,7,11.1,16.7,No,No
Brisbane,17.8,27.4,43.4,9.4,6.4,ESE,35,SE,E,7,17,71,59,1018.7,1017.9,7,7,25.2,24.9,Yes,No
Nuriootpa,7.5,17,0,1.6,6.6,WNW,72,NNW,WNW,15,41,73,56,1006.4,1002.2,4,6,12.4,14.3,No,Yes
WaggaWagga,0.4,14.6,0,1.2,9,ENE,24,ENE,ENE,9,13,79,49,1028.3,1026.5,1,1,6.5,14.3,No,No
Darwin,25,32.5,0,7.4,8.2,WNW,37,NNW,WNW,11,24,71,58,1010.5,1007.4,5,6,28.9,31,No,No
Mildura,3.5,17.9,0,3.8,5.1,W,43,SW,WSW,15,22,65,40,1025.8,1021.4,8,7,10.5,15.9,No,No
Portland,9.6,12.7,0.2,1,0.2,N,19,NNW,NW,7,11,86,79,1033.4,1031.2,8,8,10,11.8,No,No
Watsonia,3.1,13.6,0,0.6,6.6,S,31,E,SW,7,15,99,77,1017.3,1017,7,5,4.9,10.6,No,No
Brisbane,19.9,30,0,7.8,11.5,ENE,28,ENE,ENE,4,13,56,47,1013.5,1010.3,4,1,26.9,28.8,No,No
Darwin,18.4,30.7,0,5.8,10.7,N,35,ESE,N,15,20,51,42,1012.6,1008.8,1,3,21,29.7,No,No
MelbourneAirport,12,20.2,0.4,8.6,5.8,SW,46,W,W,26,31,51,40,1012.2,1010.1,3,7,15.6,18.3,No,No
Perth,15.7,27.2,0,5.6,10.9,E,44,E,WSW,11,11,64,54,1012.3,1008.6,1,1,21.2,25.8,No,Yes
Townsville,14.8,28.5,0,9.2,10.9,NE,41,SE,NE,22,30,25,41,1020.3,1016.3,5,1,25.8,26.2,No,No
Mildura,15.8,34.6,0,12,13.5,SE,39,ESE,SE,15,20,34,10,1016.4,1013.8,1,1,21.8,33.7,No,No
Melbourne,8.4,17.6,0,2.8,3.4,NNE,39,N,N,17,24,70,51,1019.9,1018.2,7,6,10.8,16.1,No,No
Moree,2.8,19,0,2,3.2,E,33,ESE,ENE,9,15,66,36,1029.7,1027.2,7,6,8.2,17.7,No,Yes
Watsonia,21.6,29.2,3,14.4,1.1,SW,44,W,SSW,13,20,63,55,1009.4,1007.9,7,8,25.7,28.1,Yes,No
Watsonia,9.9,23,0,6.4,10.1,SW,35,ESE,SW,9,17,81,50,1024.3,1020,8,2,12.5,21.2,No,No
Moree,10.6,23.8,0,4,8.2,NE,39,E,E,17,15,62,32,1030.5,1026.5,5,1,16.2,23.4,No,No
Portland,9,14,5.2,5.4,8.9,WSW,94,WSW,WSW,50,37,66,66,1007.1,1013.4,8,8,11.5,11.8,Yes,No
Perth,19.7,35.5,0,11.4,13,S,50,E,SSW,11,17,48,38,1007.7,1005.2,0,1,25.8,33.6,No,No
NorfolkIsland,14,18.8,5.8,1.2,8.6,S,35,SSW,S,19,20,73,56,1025,1023.6,2,2,17.3,18,Yes,No
Darwin,22.1,32.4,0,5,9.9,NNE,37,E,NE,15,22,67,43,1012.2,1008.6,0,4,26.4,32.2,No,No
Darwin,23.2,31.7,16.8,4.8,6.3,SSW,63,W,W,13,33,86,69,1003.7,1000.4,7,7,25.1,31.1,Yes,Yes
MelbourneAirport,7.7,14.5,0,1.4,4.8,NNE,74,N,N,30,28,85,69,1022.1,1018.3,4,7,11.5,14.2,No,No
Williamtown,19.3,25.4,0,8,3.9,S,41,SSW,S,22,31,69,63,1015.4,1015,5,3,22.6,24.7,No,No
MountGambier,5.9,21.8,0,5.8,11.9,SSW,54,SSW,SSW,11,28,50,32,1020.8,1019.6,6,6,16.7,20.8,No,No
WaggaWagga,9,25.4,0,4.8,11.2,SW,39,W,WSW,4,17,76,32,1015.1,1013,0,1,13.2,23.9,No,No
Townsville,25.7,30.2,25,6.6,4.5,ESE,46,SE,E,13,30,77,82,1014.2,1010.9,7,7,28.2,29,Yes,Yes
Townsville,23.5,31.5,40.6,4.6,9.5,NNW,28,W,NNW,4,13,77,66,1004.8,1001.9,6,4,27.4,31.2,Yes,No
Brisbane,13.8,29.9,0.2,2.2,10.8,E,28,SW,ENE,4,15,59,55,1014.9,1010.9,1,1,24.7,25.4,No,No
Hobart,4.9,16.8,0,3.2,10,SE,30,NNW,E,13,17,56,44,1010.7,1007.3,7,6,11.7,14.8,No,No
Townsville,22.5,29.7,0.2,5.4,5.1,E,56,S,SSE,19,13,63,79,1011.1,1009.4,2,7,27.2,26.7,No,Yes
MountGambier,4.8,14.6,0,1.8,5.2,S,48,WNW,S,9,31,93,77,1023.6,1023.1,7,5,10,13,No,No
Perth,16.2,23.7,12.2,3.2,2.5,NNW,65,N,W,17,22,90,86,999.3,998.9,6,8,19.6,15.1,Yes,Yes
Watsonia,11.7,30.6,0,9,5.9,N,44,ENE,NNW,9,11,57,26,1008.9,1005.5,5,7,21.8,29.3,No,Yes
MelbourneAirport,3.6,13.5,0,1.4,0.2,N,22,N,ENE,11,4,77,56,1029.5,1026.7,7,7,7.5,12.9,No,No
Watsonia,9.1,22.2,0,5.6,12,SSW,30,NNW,SW,6,19,71,52,1014,1010.9,4,3,14.1,21.3,No,No
MelbourneAirport,9.4,14.8,0,2.6,9.2,WSW,87,WNW,WSW,30,48,58,39,1000.5,1004.9,4,3,13.7,12.7,No,No
NorfolkIsland,17.2,21.4,0,4,9.1,NNE,50,NNE,N,28,19,82,82,1019.3,1017,2,6,19.2,19.7,No,No
WaggaWagga,3.9,18.6,0,2,9.3,WSW,61,SE,NNW,2,24,70,38,1013.3,1008.1,1,6,10,18.3,No,Yes
SydneyAirport,14.3,19.2,3.2,4,5,S,39,WSW,S,7,24,93,88,1011.4,1009.4,8,7,16.7,17.6,Yes,No
WaggaWagga,4.4,11.6,12.8,2.8,4,SW,30,WNW,W,9,20,85,72,1019.7,1020.4,7,7,6.7,11,Yes,No
Hobart,14.6,30.2,0,8.4,5.5,NW,91,NNW,WNW,20,28,32,18,1002.8,996.5,8,7,19.9,30.2,No,No
Cairns,23.3,28.1,4.4,5.8,3.9,SSE,41,SSE,S,17,17,98,79,1015.2,1012.2,8,6,23.7,27.4,Yes,Yes
AliceSprings,12,20.5,15.2,3.2,10.4,SW,35,WSW,SSW,17,20,72,50,1015.7,1014.4,3,5,15,20.4,Yes,No
Nuriootpa,11.9,18.4,6.9,6.9,3.7,SW,35,SW,SW,7,20,94,45,1019.9,1021.3,8,6,12.3,17.9,Yes,No
Darwin,24,33.4,9,7,10.5,SW,41,NW,NW,11,15,69,73,1009.5,1008.1,2,6,30.6,29.8,Yes,No
Perth,8.7,27.6,0,5,10,WSW,22,ENE,WSW,6,13,46,28,1024.1,1020.7,0,0,18.1,26,No,No
Sale,9.8,20.4,0,7.6,6.3,E,31,SW,ENE,19,13,56,43,1020,1019.1,8,3,15.4,19.9,No,No
AliceSprings,21.5,36,0,14.4,9.8,SSE,50,SSE,SE,13,24,43,18,1004.7,1001.1,2,4,28.6,35.1,No,No
Melbourne,12.3,31.7,1.6,3.6,7,N,59,N,NNW,41,33,38,14,1019.6,1017.3,7,5,20.1,30.3,Yes,No
Townsville,18.8,27.7,1.4,4,4,SE,48,S,ESE,15,24,66,57,1019.2,1016.4,7,7,21.9,25.4,Yes,No
Melbourne,16.9,25.5,0,6.4,10.1,SSE,35,SSE,SSE,13,19,71,57,1017.8,1014.5,7,1,18.1,23.1,No,No
Sale,11.9,23.2,4,3.6,12,W,57,W,SSW,37,28,59,41,1018.7,1019,1,3,16,22.7,Yes,No
Perth,20.8,37.1,0,14.4,10.2,ENE,31,E,SW,6,15,25,16,1009.9,1008.7,6,7,30,35.6,No,No
Brisbane,13,24.1,0,3.2,3.6,W,24,SW,WSW,4,9,53,27,1019.9,1015.9,7,8,17.3,22.1,No,No
Watsonia,4.7,15.2,0,1.4,4.8,NNW,39,ENE,NNE,13,9,100,68,1022.6,1018.4,4,7,6.7,14.1,No,No
WaggaWagga,11.9,18.7,4.2,1.2,2.2,NNE,37,NE,NNE,7,15,96,71,1022.8,1019.3,8,6,13.2,17.6,Yes,No
Townsville,11.8,24.9,0,6.8,10.4,ENE,35,SSE,ENE,20,24,59,49,1020.5,1016.3,2,1,20.5,23.3,No,No
Darwin,19.8,33,0,6.6,11.1,ENE,31,E,ENE,20,15,42,26,1013.7,1009.8,3,4,26.1,32.4,No,No
WaggaWagga,10.4,23.9,0,5,12.7,SW,33,SW,WSW,7,15,69,42,1016.1,1015.3,1,2,17,21.8,No,No
MelbourneAirport,9.5,16.9,0,2.8,6.5,SSE,39,SSW,S,15,22,81,51,1024.7,1023,7,3,11.3,14.2,No,No
Hobart,7.4,24,0,7,5.5,NNW,63,NNW,NNW,26,24,53,27,1013.8,1005.6,7,7,13.3,22.3,No,No
NorfolkIsland,16.5,21.7,6.4,5.2,7.3,WNW,56,WNW,NW,22,24,52,79,1011.7,1008.7,1,6,20.3,17.9,Yes,Yes
Watsonia,7.9,21.4,0,5,2.1,N,20,ENE,NE,9,11,86,51,1018.5,1014.5,7,7,11.7,19.8,No,No
Darwin,25.6,33.6,0,7.4,10.5,N,39,N,N,13,30,67,51,1013.2,1008.4,3,2,29.3,32.7,No,No
Brisbane,15.9,25.6,0.6,4.6,10.6,E,31,ESE,ESE,13,15,58,53,1018.5,1016.9,2,5,22.9,23.8,No,No
Watsonia,4.1,11.2,10.6,1.2,0.3,NW,28,NNE,N,6,9,100,98,1003.4,998.3,7,8,8.1,9.6,Yes,Yes
Sydney,11.7,15.7,1.2,5.6,1.1,W,57,NW,W,13,35,81,46,996.5,994.8,7,7,12.7,14.8,Yes,Yes
Sydney,12.6,19.4,0.4,1.4,0.7,W,24,W,NNW,13,4,88,57,1034.6,1031.5,7,6,13.5,19.2,No,No
Townsville,15.9,25.2,0,7.2,9.9,E,46,SSE,E,17,28,54,41,1021.8,1018.8,1,2,21.2,23.8,No,No
Sydney,9.4,18.5,0,5,8.2,NNW,35,NNW,NNW,7,24,58,43,1012.6,1007.4,7,4,12.8,17.4,No,No
NorfolkIsland,12.8,18.4,0.4,4.4,10,SW,50,WSW,WSW,19,24,61,50,1018.7,1016.2,6,2,16.2,17.3,No,No
SydneyAirport,17,20.2,1.8,5.4,0,SE,52,SE,E,35,28,81,95,1025.5,1025.1,8,8,18.5,17.6,Yes,Yes
Cairns,18.9,24.3,0,6.2,0.4,SE,33,S,SSE,19,15,67,70,1015.7,1013.4,6,7,22.4,23,No,No
Mildura,4.7,16.7,0,3.2,10.5,SSW,46,SSW,SSW,19,26,62,35,1021.5,1019,1,1,9.1,15.8,No,No
Hobart,8.5,17.5,0.2,2.2,5.7,N,43,NNW,NNW,20,15,86,56,1014,1008.4,7,7,10.4,16.6,No,No
Woomera,23.1,42.7,0,16,12.8,SE,46,SE,WNW,28,11,50,10,1011.6,1008.9,0,0,25.9,41,No,No
MelbourneAirport,3.1,15.3,0.2,1.6,7.4,N,59,N,N,17,26,86,53,1017,1013.4,2,7,8,13.7,No,No
Brisbane,16.3,27,0,7,9.3,ENE,30,NE,ENE,6,13,54,50,1021.4,1016.8,6,2,23.5,24.8,No,No
Townsville,25.3,32.6,0,8,9.3,NE,33,ESE,ENE,7,24,71,51,1014.7,1012.2,7,5,28.5,31.3,No,No
Canberra,17.9,27.8,0.2,3,2.4,NNW,65,N,NW,9,26,80,81,1008.5,1006.8,7,8,22,23,No,Yes
Mildura,13.7,27.8,0,8,7.7,SSE,39,SE,SSE,17,17,55,35,1021.1,1017.9,6,7,18.2,23.5,No,No
Canberra,12,26.5,0,12.8,12.9,NW,50,NE,NNW,6,22,62,19,1013.2,1008.8,7,1,15.7,25,No,No
Mildura,5.4,15.6,0,1.4,5.4,WNW,26,NNW,NW,7,13,87,56,1027,1023.5,8,2,7.6,15.4,No,No
Townsville,26.6,32,0,8,5,SW,39,N,E,15,13,70,74,1006.1,1003,5,8,29.6,28.7,No,Yes
Nuriootpa,10.1,12.4,22,2,3.9,WSW,56,WSW,WSW,24,33,94,64,1010,1010.6,7,6,10.6,10.4,Yes,Yes
Watsonia,14.1,19.9,4.4,10.4,8.8,SSW,35,S,S,17,15,69,51,1020.4,1019.5,7,7,14.9,18.8,Yes,No
Townsville,15,24.7,0,4,2.7,ESE,30,E,NE,6,13,71,55,1019.6,1017.6,7,7,21.6,23,No,Yes
MountGambier,11.7,30.2,0,4,10.5,S,33,E,S,15,20,70,35,1017.8,1014.2,4,7,19,29.3,No,No
Nuriootpa,5.7,15.5,7,0.2,7.9,SE,28,SSE,S,17,13,87,60,1018.3,1017.1,5,2,10.3,15.3,Yes,No
AliceSprings,13,20.8,0,3.4,3.5,ESE,19,SSE,S,9,9,71,31,1018.4,1016,8,6,14.8,19.9,No,No
Mildura,15.7,32.3,0,8,11.3,W,37,NE,NNW,9,13,55,23,1023.1,1020.3,1,2,21,31,No,No
Darwin,25.9,30.8,2.8,2.4,3.6,ENE,41,WNW,WNW,20,26,81,76,1003.1,999.8,7,7,28.5,30.1,Yes,Yes
MelbourneAirport,8.1,14.8,0.2,2.4,0,SW,31,SW,SSE,19,13,85,76,1028.2,1026.7,7,7,11.3,13.5,No,No
Portland,7.6,21.3,1.2,3,7.7,N,61,N,N,20,20,83,55,1012.2,1004.5,7,8,12.1,20.5,Yes,Yes
NorfolkIsland,17.6,25.3,0,5,9.6,E,31,E,E,15,19,61,65,1017.1,1016.4,1,7,23.9,23.3,No,No
WaggaWagga,13.3,27.2,0,10.4,5,NE,43,ESE,E,17,20,36,28,1016.6,1013.6,5,7,19.9,26.4,No,No
Melbourne,15.9,25.9,0,7.4,10.8,SSE,41,SW,SSW,13,17,72,48,1017.4,1018.1,6,3,18.7,25.1,No,No
Watsonia,5.3,28.2,0,4.4,11.9,S,24,E,SE,6,7,86,24,1025.2,1019.8,0,1,11.3,26.8,No,No
Darwin,24.7,32.3,24,6.6,9.4,NW,50,NW,NNW,30,31,79,67,1002.4,1000.8,5,5,29.3,31.2,Yes,Yes
Perth,18.1,24.2,0,7.2,6,SSW,39,SW,SW,19,24,76,57,1016.8,1015.4,6,7,19.2,21.7,No,No
Cairns,22.7,29.3,0,5.6,4.8,SE,39,SSE,SE,24,26,73,64,1018.6,1016.2,7,6,25.6,27.3,No,No
Williamtown,13,24.2,0.2,5.2,9.4,SSE,39,WNW,SSE,11,22,87,50,1020.4,1018.5,2,3,17.9,23.2,No,Yes
MountGambier,11.6,15.8,0.6,1,3.1,NW,69,NW,NW,31,39,88,69,1011.5,1008.6,7,7,13.6,15.2,No,Yes
