Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Nuriootpa,4.7,11.7,0.8,1.5,6.6,S,31,SW,S,6,15,75,62,1027.3,1026.5,3,7,7.4,10.7,No,No
Watsonia,13.1,26.6,0.0,7.0,13.0,SSW,41,W,SSW,9,19,66,45,1013.7,1011.8,3,7,18.1,24.6,No,No
AliceSprings,9.4,27.1,0.0,3.2,10.6,ENE,26,E,SE,2,17,59,29,1020.9,1017.3,1,1,17.9,26.8,No,No
SydneyAirport,12.0,25.7,0.0,5.4,10.7,NE,43,N,NE,11,24,61,49,1022.6,1016.3,0,3,19.6,24.1,No,No
PerthAirport,21.4,31.6,0.0,9.8,6.7,E,35,ENE,W,20,15,53,48,1015.2,1012.5,7,7,25.4,28.2,No,No
Perth,19.5,23.8,4.6,5.0,5.6,SW,44,NNW,SW,7,20,93,51,1007.2,1009.5,7,5,21.1,22.6,Yes,No
Melbourne,7.5,18.9,2.4,2.2,8.5,SSE,33,N,S,15,22,64,50,1024.5,1021.4,6,7,12.0,16.8,Yes,No
Melbourne,15.3,25.6,0.0,4.6,10.1,SSE,37,SE,E,17,9,60,46,1015.8,1011.9,7,1,17.0,23.8,No,No
Sydney,10.2,19.8,0.6,4.8,10.4,SSW,59,W,S,22,28,53,42,1018.3,1017.7,7,2,13.1,17.5,No,No
WaggaWagga,5.6,13.9,16.6,1.6,5.1,WSW,54,W,SW,17,37,96,58,1006.4,1008.5,8,2,7.7,13.5,Yes,No
CoffsHarbour,21.8,29.1,0.6,5.6,11.6,NNE,63,N,NNE,28,44,65,70,1015.8,1012.5,3,1,25.8,26.0,No,No
Cairns,21.2,29.9,13.4,6.0,8.6,SSE,57,SSE,ESE,33,33,69,39,1020.4,1017.0,7,2,23.1,27.8,Yes,Yes
Hobart,16.7,17.4,0.0,4.0,2.6,S,59,SSE,S,11,24,61,51,1017.6,1020.3,7,7,17.2,14.9,No,No
Sydney,9.7,19.1,0.0,3.2,9.5,W,41,W,S,24,15,59,50,1014.4,1011.6,2,4,11.8,16.6,No,No
Mildura,12.4,24.6,0.4,2.4,8.7,WNW,28,NNW,W,7,11,84,46,1022.9,1020.6,4,1,17.0,24.0,No,No
MountGambier,3.8,13.6,5.8,1.4,7.0,S,26,NW,SSE,7,13,100,70,1017.8,1015.3,7,4,7.3,12.8,Yes,No
Nuriootpa,10.4,18.6,0.2,3.5,10.1,SE,39,SE,SSE,24,24,67,39,1022.8,1021.0,1,1,14.6,18.2,No,No
SydneyAirport,13.8,21.6,0.6,0.2,3.4,NNW,30,WNW,SE,11,13,86,64,1024.6,1021.9,7,4,14.7,19.9,No,Yes
Sydney,11.1,28.3,0.0,5.2,10.6,NNW,57,NNW,NNW,15,31,28,13,1016.0,1007.3,1,0,20.8,27.5,No,No
NorfolkIsland,16.8,23.2,0.0,7.4,13.1,S,30,S,SSE,15,19,48,45,1019.8,1018.4,2,1,21.3,22.6,No,No
AliceSprings,20.2,23.8,27.6,6.0,0.0,SSE,46,SE,SSE,15,20,98,96,1008.8,1005.1,8,8,20.4,23.3,Yes,Yes
Perth,8.9,27.1,0.0,6.2,10.5,WSW,24,SSE,WSW,4,13,46,44,1021.2,1018.5,0,1,19.3,25.5,No,No
SydneyAirport,10.1,22.9,0.0,3.0,3.5,SSW,43,N,NW,7,15,39,25,1022.4,1017.5,6,1,13.7,21.9,No,No
Darwin,25.2,33.5,0.6,4.4,8.2,WSW,33,ESE,WSW,11,20,79,52,1011.7,1007.8,7,6,28.0,32.7,No,Yes
WaggaWagga,5.5,11.6,4.4,0.4,1.6,WSW,30,WSW,WSW,17,17,88,80,1028.1,1028.5,8,7,9.0,11.0,Yes,No
Sydney,22.4,28.1,0.0,8.8,10.8,ENE,33,NE,ENE,7,20,61,57,1023.4,1022.6,1,3,26.2,27.0,No,No
Mildura,5.9,18.7,0.8,4.6,5.2,WSW,59,WNW,NW,19,19,68,53,1008.7,1003.6,7,7,13.0,15.8,No,Yes
Brisbane,17.8,27.4,43.4,9.4,6.4,ESE,35,SE,E,7,17,71,59,1018.7,1017.9,7,7,25.2,24.9,Yes,No
Nuriootpa,7.5,17.0,0.0,1.6,6.6,WNW,72,NNW,WNW,15,41,73,56,1006.4,1002.2,4,6,12.4,14.3,No,Yes
Darwin,19.0,31.7,0.0,7.8,10.9,ESE,37,SE,WNW,20,19,21,24,1015.9,1012.1,4,5,22.8,30.1,No,No
Darwin,23.8,30.9,0.0,8.4,1.5,E,39,SE,S,17,19,55,47,1012.4,1009.4,7,7,24.3,29.5,No,No
MountGambier,9.1,19.7,0.0,1.4,8.9,NNW,31,N,N,20,20,76,50,1026.7,1024.1,5,5,13.3,19.2,No,No
Darwin,25.0,32.5,0.0,7.4,8.2,WNW,37,NNW,WNW,11,24,71,58,1010.5,1007.4,5,6,28.9,31.0,No,No
Portland,9.6,12.7,0.2,1.0,0.2,N,19,NNW,NW,7,11,86,79,1033.4,1031.2,8,8,10.0,11.8,No,No
Watsonia,3.1,13.6,0.0,0.6,6.6,S,31,E,SW,7,15,99,77,1017.3,1017.0,7,5,4.9,10.6,No,No
SydneyAirport,15.7,24.0,0.0,3.0,8.5,ENE,44,NNE,NE,28,31,65,62,1020.1,1015.3,7,1,20.4,22.8,No,No
Watsonia,3.6,13.2,0.2,1.0,4.1,SW,41,ENE,SW,6,20,100,63,1010.9,1012.2,7,4,5.5,12.9,No,No
Perth,15.7,27.2,0.0,5.6,10.9,E,44,E,WSW,11,11,64,54,1012.3,1008.6,1,1,21.2,25.8,No,Yes
SydneyAirport,7.2,18.2,0.0,5.4,8.3,SW,39,NW,S,17,13,57,49,1036.1,1035.0,4,1,10.1,16.1,No,No
SydneyAirport,7.4,18.7,0.2,0.4,8.3,SW,41,NW,W,17,20,64,32,1020.1,1018.7,2,5,11.9,18.6,No,No
Mildura,15.8,34.6,0.0,12.0,13.5,SE,39,ESE,SE,15,20,34,10,1016.4,1013.8,1,1,21.8,33.7,No,No
Darwin,25.1,32.1,0.2,5.6,7.9,NW,33,NW,NW,17,24,73,66,1006.8,1004.0,7,2,30.2,31.9,No,Yes
PerthAirport,9.1,21.2,0.0,5.0,11.9,ESE,37,E,WSW,26,20,45,34,1024.9,1021.5,1,1,14.7,20.5,No,No
MelbourneAirport,4.2,13.5,8.0,0.2,2.7,W,54,WNW,WSW,26,33,69,72,1006.1,1008.5,7,7,10.5,13.1,Yes,No
Nuriootpa,15.4,41.6,0.0,10.8,12.4,WNW,39,N,WSW,9,19,13,7,1013.2,1010.9,2,4,33.7,39.5,No,No
Hobart,2.6,14.1,0.0,1.0,8.5,NW,50,N,N,28,19,72,49,1027.1,1024.2,1,7,6.7,13.7,No,No
Moree,10.6,23.8,0.0,4.0,8.2,NE,39,E,E,17,15,62,32,1030.5,1026.5,5,1,16.2,23.4,No,No
Portland,9.0,14.0,5.2,5.4,8.9,WSW,94,WSW,WSW,50,37,66,66,1007.1,1013.4,8,8,11.5,11.8,Yes,No
Perth,19.7,35.5,0.0,11.4,13.0,S,50,E,SSW,11,17,48,38,1007.7,1005.2,0,1,25.8,33.6,No,No
NorfolkIsland,14.0,18.8,5.8,1.2,8.6,S,35,SSW,S,19,20,73,56,1025.0,1023.6,2,2,17.3,18.0,Yes,No
MountGambier,3.9,13.4,0.2,0.8,4.2,N,43,N,N,15,20,91,90,1020.1,1014.0,6,7,7.5,11.6,No,Yes
Darwin,23.2,31.7,16.8,4.8,6.3,SSW,63,W,W,13,33,86,69,1003.7,1000.4,7,7,25.1,31.1,Yes,Yes
MelbourneAirport,7.7,14.5,0.0,1.4,4.8,NNE,74,N,N,30,28,85,69,1022.1,1018.3,4,7,11.5,14.2,No,No
Darwin,16.4,28.7,0.0,6.0,10.8,ESE,48,SE,ESE,24,24,35,17,1016.5,1013.8,2,2,20.4,28.0,No,No
Perth,9.0,24.0,0.0,6.6,9.3,SW,31,ENE,SSW,7,15,56,41,1019.1,1015.5,6,6,17.8,23.2,No,No
Hobart,16.0,26.1,0.0,8.0,11.3,SE,33,NNW,SE,13,26,72,48,1008.3,1001.6,2,3,18.8,24.9,No,No
Hobart,13.6,25.0,0.0,1.6,1.1,NNW,80,NNW,N,19,30,68,49,1007.5,999.1,7,8,18.9,24.2,No,Yes
MountGambier,5.9,21.8,0.0,5.8,11.9,SSW,54,SSW,SSW,11,28,50,32,1020.8,1019.6,6,6,16.7,20.8,No,No
Brisbane,13.9,21.6,15.2,3.2,6.6,ESE,44,SW,ESE,4,11,88,74,1026.9,1024.2,3,5,17.0,20.0,Yes,Yes
Townsville,25.7,30.2,25.0,6.6,4.5,ESE,46,SE,E,13,30,77,82,1014.2,1010.9,7,7,28.2,29.0,Yes,Yes
NorfolkIsland,20.3,25.5,5.2,6.2,11.6,E,54,E,E,28,31,76,71,1015.3,1015.2,4,5,23.2,24.5,Yes,No
Townsville,22.5,29.7,0.2,5.4,5.1,E,56,S,SSE,19,13,63,79,1011.1,1009.4,2,7,27.2,26.7,No,Yes
MountGambier,4.8,14.6,0.0,1.8,5.2,S,48,WNW,S,9,31,93,77,1023.6,1023.1,7,5,10.0,13.0,No,No
Perth,16.2,23.7,12.2,3.2,2.5,NNW,65,N,W,17,22,90,86,999.3,998.9,6,8,19.6,15.1,Yes,Yes
SydneyAirport,8.5,17.1,0.0,2.0,9.6,WNW,44,W,W,19,17,54,28,1022.0,1021.2,1,1,12.0,16.0,No,No
MelbourneAirport,3.6,13.5,0.0,1.4,0.2,N,22,N,ENE,11,4,77,56,1029.5,1026.7,7,7,7.5,12.9,No,No
SydneyAirport,17.9,21.7,0.0,4.0,0.0,NW,24,W,SSE,13,7,69,71,1023.6,1021.3,8,8,18.9,20.4,No,No
NorfolkIsland,17.2,21.4,0.0,4.0,9.1,NNE,50,NNE,N,28,19,82,82,1019.3,1017.0,2,6,19.2,19.7,No,No
Portland,6.9,16.6,3.2,3.4,5.7,S,35,SSW,SSW,15,15,81,70,1020.6,1020.4,6,8,13.7,15.4,Yes,No
MountGambier,8.6,22.9,0.0,2.8,7.6,N,65,NNE,NNW,35,33,43,30,1007.9,1003.3,7,7,14.8,21.4,No,No
SydneyAirport,14.3,19.2,3.2,4.0,5.0,S,39,WSW,S,7,24,93,88,1011.4,1009.4,8,7,16.7,17.6,Yes,No
Cairns,26.8,34.8,0.0,7.2,9.1,SE,35,SSE,SE,11,17,77,65,1009.5,1005.5,7,3,31.6,32.9,No,Yes
SydneyAirport,15.1,20.9,3.4,4.4,2.5,SW,22,SW,S,11,13,79,65,1021.4,1019.1,5,6,18.9,20.5,Yes,Yes
AliceSprings,17.3,26.0,0.0,5.8,0.1,NNW,59,NNW,WNW,33,22,48,93,1011.6,1008.1,7,8,21.3,20.1,No,Yes
AliceSprings,21.5,36.0,0.0,14.4,9.8,SSE,50,SSE,SE,13,24,43,18,1004.7,1001.1,2,4,28.6,35.1,No,No
Melbourne,12.3,31.7,1.6,3.6,7.0,N,59,N,NNW,41,33,38,14,1019.6,1017.3,7,5,20.1,30.3,Yes,No
MountGambier,1.3,12.6,0.2,0.6,9.1,N,33,NNE,N,13,15,93,58,1030.6,1028.8,0,5,4.6,11.7,No,No
Sale,11.9,23.2,4.0,3.6,12.0,W,57,W,SSW,37,28,59,41,1018.7,1019.0,1,3,16.0,22.7,Yes,No
CoffsHarbour,9.2,20.1,0.0,1.0,1.7,NE,24,NNW,NNE,2,17,83,72,1026.7,1023.6,7,8,14.5,18.2,No,No
WaggaWagga,10.4,23.9,0.0,5.0,12.7,SW,33,SW,WSW,7,15,69,42,1016.1,1015.3,1,2,17.0,21.8,No,No
Hobart,7.4,24.0,0.0,7.0,5.5,NNW,63,NNW,NNW,26,24,53,27,1013.8,1005.6,7,7,13.3,22.3,No,No
Townsville,25.9,32.3,0.2,7.0,5.5,ENE,39,E,ENE,22,24,64,75,1013.8,1011.8,2,7,30.3,28.0,No,Yes
WaggaWagga,6.7,10.7,3.6,4.0,6.4,W,56,W,WSW,22,26,80,67,1013.6,1011.8,6,4,8.4,9.3,Yes,Yes
Darwin,25.6,33.6,0.0,7.4,10.5,N,39,N,N,13,30,67,51,1013.2,1008.4,3,2,29.3,32.7,No,No
Brisbane,15.9,25.6,0.6,4.6,10.6,E,31,ESE,ESE,13,15,58,53,1018.5,1016.9,2,5,22.9,23.8,No,No
Watsonia,4.1,11.2,10.6,1.2,0.3,NW,28,NNE,N,6,9,100,98,1003.4,998.3,7,8,8.1,9.6,Yes,Yes
Sydney,11.7,15.7,1.2,5.6,1.1,W,57,NW,W,13,35,81,46,996.5,994.8,7,7,12.7,14.8,Yes,Yes
Cairns,16.8,28.4,0.0,5.6,10.6,SE,35,ESE,ESE,13,19,64,44,1017.0,1013.8,1,1,23.3,27.6,No,No
Sydney,9.4,18.5,0.0,5.0,8.2,NNW,35,NNW,NNW,7,24,58,43,1012.6,1007.4,7,4,12.8,17.4,No,No
SydneyAirport,17.0,20.2,1.8,5.4,0.0,SE,52,SE,E,35,28,81,95,1025.5,1025.1,8,8,18.5,17.6,Yes,Yes
Mildura,4.7,16.7,0.0,3.2,10.5,SSW,46,SSW,SSW,19,26,62,35,1021.5,1019.0,1,1,9.1,15.8,No,No
Hobart,8.5,17.5,0.2,2.2,5.7,N,43,NNW,NNW,20,15,86,56,1014.0,1008.4,7,7,10.4,16.6,No,No
WaggaWagga,13.9,31.0,0.0,5.0,11.0,WNW,30,ENE,NNE,9,17,57,29,1022.8,1019.1,1,5,22.5,28.5,No,No
CoffsHarbour,5.3,18.0,0.0,2.2,9.1,WSW,24,W,SSE,9,11,74,52,1019.4,1018.8,1,1,14.8,17.3,No,No
Brisbane,16.3,27.0,0.0,7.0,9.3,ENE,30,NE,ENE,6,13,54,50,1021.4,1016.8,6,2,23.5,24.8,No,No
Townsville,25.3,32.6,0.0,8.0,9.3,NE,33,ESE,ENE,7,24,71,51,1014.7,1012.2,7,5,28.5,31.3,No,No
Brisbane,16.1,25.0,0.0,4.6,7.7,NNE,37,NNE,NE,2,15,66,60,1019.1,1015.5,7,2,19.6,22.6,No,No
Canberra,17.9,27.8,0.2,3.0,2.4,NNW,65,N,NW,9,26,80,81,1008.5,1006.8,7,8,22.0,23.0,No,Yes
Mildura,13.7,27.8,0.0,8.0,7.7,SSE,39,SE,SSE,17,17,55,35,1021.1,1017.9,6,7,18.2,23.5,No,No
Canberra,12.0,26.5,0.0,12.8,12.9,NW,50,NE,NNW,6,22,62,19,1013.2,1008.8,7,1,15.7,25.0,No,No
Mildura,5.4,15.6,0.0,1.4,5.4,WNW,26,NNW,NW,7,13,87,56,1027.0,1023.5,8,2,7.6,15.4,No,No
Townsville,26.6,32.0,0.0,8.0,5.0,SW,39,N,E,15,13,70,74,1006.1,1003.0,5,8,29.6,28.7,No,Yes
Nuriootpa,10.1,12.4,22.0,2.0,3.9,WSW,56,WSW,WSW,24,33,94,64,1010.0,1010.6,7,6,10.6,10.4,Yes,Yes
Townsville,15.0,24.7,0.0,4.0,2.7,ESE,30,E,NE,6,13,71,55,1019.6,1017.6,7,7,21.6,23.0,No,Yes
MountGambier,11.7,30.2,0.0,4.0,10.5,S,33,E,S,15,20,70,35,1017.8,1014.2,4,7,19.0,29.3,No,No
AliceSprings,13.0,20.8,0.0,3.4,3.5,ESE,19,SSE,S,9,9,71,31,1018.4,1016.0,8,6,14.8,19.9,No,No
Mildura,15.7,32.3,0.0,8.0,11.3,W,37,NE,NNW,9,13,55,23,1023.1,1020.3,1,2,21.0,31.0,No,No
Brisbane,17.3,26.3,0.0,6.6,9.2,N,15,WSW,NE,4,6,66,58,1017.4,1013.4,7,5,22.8,25.9,No,No
WaggaWagga,14.0,24.8,34.2,1.2,10.1,WNW,57,NE,NW,11,39,77,39,1007.3,1004.3,6,6,19.9,24.2,Yes,No
NorfolkIsland,16.6,21.9,0.0,4.0,8.6,SSE,20,SSE,SE,6,13,76,60,1020.4,1017.7,4,1,18.9,21.4,No,No
WaggaWagga,13.4,17.8,0.0,5.6,7.8,N,48,W,W,30,26,78,49,1015.5,1015.8,7,3,13.7,16.9,No,No
Portland,11.5,16.2,1.2,6.8,6.2,SE,44,SE,SE,15,28,86,64,1021.3,1022.0,8,8,11.8,14.7,Yes,Yes
Mildura,16.1,29.1,0.0,6.0,9.6,NNE,39,NNE,NNW,20,19,60,30,1020.6,1017.0,1,1,18.6,28.1,No,No
Brisbane,18.6,29.4,0.0,6.0,10.6,E,46,ESE,ESE,13,20,52,52,1008.6,1009.8,5,1,27.8,25.3,No,No
Sydney,7.9,18.7,0.0,3.8,9.7,W,33,W,E,20,6,66,51,1016.6,1012.2,1,1,9.0,16.2,No,No
Darwin,24.7,32.3,24.0,6.6,9.4,NW,50,NW,NNW,30,31,79,67,1002.4,1000.8,5,5,29.3,31.2,Yes,Yes
Perth,18.1,24.2,0.0,7.2,6.0,SSW,39,SW,SW,19,24,76,57,1016.8,1015.4,6,7,19.2,21.7,No,No
Cairns,22.7,29.3,0.0,5.6,4.8,SE,39,SSE,SE,24,26,73,64,1018.6,1016.2,7,6,25.6,27.3,No,No
Williamtown,13.0,24.2,0.2,5.2,9.4,SSE,39,WNW,SSE,11,22,87,50,1020.4,1018.5,2,3,17.9,23.2,No,Yes
MountGambier,11.6,15.8,0.6,1.0,3.1,NW,69,NW,NW,31,39,88,69,1011.5,1008.6,7,7,13.6,15.2,No,Yes
Darwin,22.3,33.5,0.0,6.2,8.9,WNW,31,SE,NNW,7,24,66,73,1013.8,1009.9,6,6,27.3,29.9,No,No
Brisbane,15.0,24.0,0.0,4.4,9.1,SSE,31,SW,ESE,4,9,69,49,1028.4,1025.5,5,3,20.1,22.3,No,No
Cairns,24.7,31.7,0.0,10.8,11.2,SE,56,SE,SE,33,39,57,49,1012.7,1010.8,3,2,29.3,30.6,No,Yes
Brisbane,19.5,29.9,0.0,11.4,12.5,E,28,NW,NNE,6,9,50,39,1016.1,1013.2,2,1,27.4,28.8,No,No
Townsville,16.6,25.9,0.0,4.8,7.7,ENE,28,ESE,NE,9,19,74,63,1015.2,1012.2,6,7,22.5,24.5,No,No
Watsonia,14.5,25.7,0.0,2.0,9.0,S,33,SSE,SSW,7,11,90,53,1019.9,1018.0,7,7,17.2,24.7,No,No
MountGambier,3.4,20.6,0.0,4.6,10.8,SW,31,NNE,WSW,13,9,72,36,1030.4,1026.4,0,1,13.9,20.3,No,No
MountGambier,11.2,34.3,0.0,8.0,10.4,W,37,ENE,WNW,17,13,62,27,1012.6,1009.0,7,6,18.1,34.0,No,No
Hobart,9.5,13.5,15.8,5.6,0.8,SSE,43,S,S,20,26,82,69,1016.6,1016.5,8,8,10.6,12.5,Yes,Yes
WaggaWagga,2.2,19.5,0.0,2.2,10.1,WNW,24,E,SW,9,13,77,38,1025.7,1022.7,0,1,10.6,18.9,No,No
WaggaWagga,1.1,6.3,0.2,0.4,0.4,E,17,ESE,SE,6,4,98,97,1027.0,1025.8,8,8,2.1,6.0,No,No
Perth,11.8,24.1,0.0,7.0,9.0,WSW,31,NNW,W,7,13,55,53,1008.1,1006.5,6,7,21.6,22.2,No,No
Townsville,16.6,27.6,0.0,4.2,8.0,ENE,31,SSW,NE,13,22,77,60,1018.9,1016.2,6,7,22.7,25.4,No,No
Darwin,25.3,32.6,0.0,5.6,10.3,E,57,ESE,ENE,30,28,53,39,1013.8,1010.1,1,3,27.1,31.4,No,No
AliceSprings,14.4,34.1,0.0,13.4,12.9,ESE,44,SE,SE,24,22,16,8,1006.4,1002.1,0,0,26.4,32.1,No,No
Cairns,23.8,31.8,0.6,5.8,9.8,S,30,S,NE,17,15,74,61,1011.8,1008.4,5,3,28.1,31.5,No,No
