Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
PerthAirport,9.6,26.4,0.4,6.6,12.2,SW,50,SSE,S,15,28,44,30,1014.8,1011.9,2,2,20.4,25.9,No,No
SydneyAirport,18.3,23.9,0,7.2,7.5,SE,30,SSE,ESE,15,22,55,50,1019.7,1018.5,2,5,21.3,23.2,No,No
MountGambier,8.4,14.8,0.2,1.4,5,SW,24,SW,S,9,17,83,87,1034.9,1034.1,7,7,11.2,13.3,No,No
Sale,6.5,14.7,9.8,2.2,3.5,W,44,W,SW,19,26,88,66,1010.1,1012.8,8,8,10.1,13,Yes,No
Darwin,23,33.5,0,7.8,10.1,NNE,41,SE,NNW,9,24,67,46,1015.6,1011.9,4,3,27.6,30.5,No,No
AliceSprings,10.1,20.3,0,8,7.9,ESE,39,ESE,ESE,24,19,29,20,1024.3,1020.4,4,5,13.6,20.1,No,No
Townsville,13.8,27,0,7.6,8.2,ESE,48,S,E,7,33,46,49,1022.2,1019,3,6,21.1,26.1,No,No
Townsville,25.4,31.2,0,4.6,10.6,ENE,35,ESE,NE,13,22,74,71,1010.3,1006.4,7,6,28.4,29.8,No,No
Townsville,23.2,28.7,9.2,6.2,3.6,NE,33,ESE,ENE,9,20,73,70,1008.7,1005.6,7,7,26.5,28.2,Yes,Yes
Sale,4.2,21.5,0,2.8,9.4,NNW,48,NE,NNW,11,24,54,29,1016.7,1012,1,0,13.3,20.3,No,No
WaggaWagga,14.2,32.4,0,8,11.4,W,37,ESE,WNW,13,20,60,20,1016,1012.7,1,2,21.3,30.2,No,No
Woomera,21.5,29.3,0,15.6,6.3,SW,48,S,SW,22,26,52,41,1009.9,1009.2,3,2,24.2,28.4,No,No
Nuriootpa,9,16.7,11.2,1.8,5.1,NW,63,W,W,31,33,97,63,1013.1,1013.1,8,6,13.7,16.2,Yes,Yes
SydneyAirport,17.3,23.6,4.8,4.2,6.2,ENE,39,E,E,26,30,73,55,1030.6,1029.9,7,7,20.2,22.8,Yes,No
SydneyAirport,12.5,25.9,0,3.8,11,E,33,WNW,E,15,28,60,49,1031.9,1027.8,0,1,18.7,23.7,No,No
Mildura,20,43.7,0,8.8,12.8,N,39,NNE,NNW,17,20,24,8,1010.7,1007.9,0,2,29,42.4,No,No
AliceSprings,12.6,20.3,0,7.6,1.1,SSW,41,SW,SSW,4,13,42,61,1022.3,1020.3,7,7,15.8,17.7,No,No
MelbourneAirport,12.3,17.3,1.4,8.8,0.9,N,72,N,NNW,31,9,79,70,1015.7,1014.5,7,7,12.8,17,Yes,Yes
Sydney,6.1,18.4,0,3.2,8.8,W,35,W,SSW,22,11,64,56,1023.2,1020.7,1,6,8.8,15.6,No,No
Perth,16,33.5,0,8.6,11.9,SW,39,ESE,SW,9,15,51,43,1019.1,1017.1,5,5,25.2,29.8,No,No
AliceSprings,4,25.9,0,6,11.3,SE,28,ENE,ESE,11,13,22,14,1022.7,1018.1,0,0,15.3,25,No,No
Watsonia,16.4,26.5,0,6.6,11.9,WSW,35,SE,WSW,9,19,64,51,1021.7,1018,5,0,19.3,25.3,No,No
Cairns,19,27.3,6.4,6,8.1,SE,70,SE,SE,43,37,55,43,1021.1,1019.1,2,3,24.3,26,Yes,Yes
Woomera,26.5,40,0.6,14.2,8.5,NNE,52,N,ENE,19,20,31,27,1011,1008.1,2,2,32.7,37.4,No,No
Perth,12.6,22.3,2.2,6.2,12.7,WSW,35,SW,SW,13,17,52,39,1023.2,1022.5,3,1,19.2,21.2,Yes,No
MountGambier,9,14.7,1,0.6,1.7,NNW,37,NNW,NNW,19,20,92,96,1025,1024.5,3,7,13.1,13.3,No,Yes
Sale,0,14.2,0,0.8,7.1,NW,17,NW,NNW,9,7,88,67,1020.1,1017.6,3,5,3.6,13.2,No,No
MountGambier,9.3,20.4,0.2,6.4,9.2,SSE,48,SE,SSE,11,28,71,48,1027,1024.6,7,4,14.9,18.9,No,No
Hobart,2.3,15.8,0.2,3.6,9.5,NW,61,NNW,NNW,22,33,49,40,1016.9,1014.1,5,4,10.4,15.2,No,No
Nuriootpa,11.4,19.2,0,4,2,SE,39,ESE,SE,9,20,70,44,1021.8,1020.3,7,6,12,17.7,No,No
NorfolkIsland,17.2,21.4,11,1.2,5.2,SSE,41,WNW,S,11,20,89,83,1011.7,1010.7,7,5,19.9,19.2,Yes,Yes
Nuriootpa,4.7,11.7,0.8,1.5,6.6,S,31,SW,S,6,15,75,62,1027.3,1026.5,3,7,7.4,10.7,No,No
MountGambier,16.1,39.6,0,8.4,13.2,WSW,56,N,NW,24,33,23,10,1013.4,1012.1,1,1,27.8,39.2,No,No
WaggaWagga,9.8,30,0,6,11.1,ENE,26,ENE,W,15,9,54,17,1020.2,1016,1,5,18.2,29.8,No,No
Darwin,20,32.4,0,7.2,11.1,N,31,NNE,NNW,7,19,59,40,1015.4,1011.7,1,1,27.4,31.4,No,No
Townsville,22.3,31,0,9.4,11.6,ENE,39,ESE,ENE,11,28,67,58,1011.9,1009.5,1,2,28,30.1,No,No
Cairns,22.8,31.6,5.8,3,8.9,SE,37,S,SE,15,26,69,52,1011.6,1008.2,7,3,27.1,30.6,Yes,Yes
Darwin,27.1,31,0,4.6,1.2,WNW,54,W,S,35,30,73,88,1005,1003.3,7,7,29.7,25.8,No,Yes
NorfolkIsland,16,20,1.6,5,8,SSW,54,SSW,WSW,26,9,51,82,1019.2,1019.5,3,5,18.2,16.1,Yes,No
AliceSprings,9.4,27.1,0,3.2,10.6,ENE,26,E,SE,2,17,59,29,1020.9,1017.3,1,1,17.9,26.8,No,No
PerthAirport,21.4,31.6,0,9.8,6.7,E,35,ENE,W,20,15,53,48,1015.2,1012.5,7,7,25.4,28.2,No,No
Brisbane,7.8,22,0,2,9.8,NW,17,SW,NW,7,7,70,46,1021.7,1017.2,1,1,13.1,21.9,No,No
Melbourne,7.5,18.9,2.4,2.2,8.5,SSE,33,N,S,15,22,64,50,1024.5,1021.4,6,7,12,16.8,Yes,No
SydneyAirport,11.7,17,0,5.4,10,W,76,WNW,WSW,57,39,43,31,1007.8,1013.9,1,3,14.5,16.1,No,No
WaggaWagga,5.6,13.9,16.6,1.6,5.1,WSW,54,W,SW,17,37,96,58,1006.4,1008.5,8,2,7.7,13.5,Yes,No
CoffsHarbour,21.8,29.1,0.6,5.6,11.6,NNE,63,N,NNE,28,44,65,70,1015.8,1012.5,3,1,25.8,26,No,No
PerthAirport,18.3,24.1,0,5.6,7.5,W,48,WSW,WSW,13,28,54,59,1017.6,1016.9,7,6,21.1,21.9,No,No
Hobart,16.7,17.4,0,4,2.6,S,59,SSE,S,11,24,61,51,1017.6,1020.3,7,7,17.2,14.9,No,No
Sydney,9.7,19.1,0,3.2,9.5,W,41,W,S,24,15,59,50,1014.4,1011.6,2,4,11.8,16.6,No,No
MountGambier,5.5,15.9,0.2,1.2,3,N,35,NE,NNE,15,17,87,59,1023.4,1018.8,7,8,9.8,13.4,No,Yes
Mildura,2.8,18.3,0,0.4,7.7,W,17,WNW,NNW,2,11,99,58,1031,1028.4,0,3,7.7,17.6,No,No
Mildura,12.4,24.6,0.4,2.4,8.7,WNW,28,NNW,W,7,11,84,46,1022.9,1020.6,4,1,17,24,No,No
MelbourneAirport,7.2,21.3,0,7.2,12.1,SSE,41,SSW,SSE,19,22,52,42,1020,1018.6,7,2,14.9,19.6,No,No
NorfolkIsland,16.8,23.2,0,7.4,13.1,S,30,S,SSE,15,19,48,45,1019.8,1018.4,2,1,21.3,22.6,No,No
SydneyAirport,17,25.6,0,5,12.1,NE,44,NE,ENE,13,30,41,39,1022.5,1019.4,4,5,22,25,No,No
Sydney,19.1,26.8,0,8,8.4,NNE,44,ENE,NE,11,26,64,63,1014.2,1011.2,2,4,23.8,24.6,No,Yes
Darwin,27.3,32.7,0,4.4,3.5,NW,28,SW,NW,15,20,83,65,1012.8,1008.2,7,7,29.3,32,No,Yes
MelbourneAirport,17.1,37.7,0,7.2,11.1,S,56,ENE,WNW,15,19,75,19,1014.2,1010.8,1,4,20.8,36.1,No,No
Darwin,19,31.7,0,7.8,10.9,ESE,37,SE,WNW,20,19,21,24,1015.9,1012.1,4,5,22.8,30.1,No,No
Darwin,23.8,30.9,0,8.4,1.5,E,39,SE,S,17,19,55,47,1012.4,1009.4,7,7,24.3,29.5,No,No
WaggaWagga,0.4,14.6,0,1.2,9,ENE,24,ENE,ENE,9,13,79,49,1028.3,1026.5,1,1,6.5,14.3,No,No
Portland,9.6,12.7,0.2,1,0.2,N,19,NNW,NW,7,11,86,79,1033.4,1031.2,8,8,10,11.8,No,No
Watsonia,3.1,13.6,0,0.6,6.6,S,31,E,SW,7,15,99,77,1017.3,1017,7,5,4.9,10.6,No,No
Brisbane,19.9,30,0,7.8,11.5,ENE,28,ENE,ENE,4,13,56,47,1013.5,1010.3,4,1,26.9,28.8,No,No
Watsonia,3.6,13.2,0.2,1,4.1,SW,41,ENE,SW,6,20,100,63,1010.9,1012.2,7,4,5.5,12.9,No,No
WaggaWagga,12.3,24.1,0,6.4,6.5,WSW,37,W,SW,9,22,57,33,1017,1014.5,5,7,15.6,22.6,No,No
MelbourneAirport,12,20.2,0.4,8.6,5.8,SW,46,W,W,26,31,51,40,1012.2,1010.1,3,7,15.6,18.3,No,No
Perth,15.7,27.2,0,5.6,10.9,E,44,E,WSW,11,11,64,54,1012.3,1008.6,1,1,21.2,25.8,No,Yes
Perth,14,15.7,14.8,0.6,0,SSW,48,NE,S,9,19,96,93,1011,1009.6,8,8,14.2,13.2,Yes,Yes
SydneyAirport,7.2,18.2,0,5.4,8.3,SW,39,NW,S,17,13,57,49,1036.1,1035,4,1,10.1,16.1,No,No
NorfolkIsland,13.8,19.9,0,4.8,7.6,NNE,54,NNE,NNE,24,28,72,83,1015.2,1010.6,7,7,18.6,18.4,No,Yes
Mildura,15.8,34.6,0,12,13.5,SE,39,ESE,SE,15,20,34,10,1016.4,1013.8,1,1,21.8,33.7,No,No
Darwin,25.1,32.1,0.2,5.6,7.9,NW,33,NW,NW,17,24,73,66,1006.8,1004,7,2,30.2,31.9,No,Yes
Melbourne,8.4,17.6,0,2.8,3.4,NNE,39,N,N,17,24,70,51,1019.9,1018.2,7,6,10.8,16.1,No,No
Watsonia,9.9,23,0,6.4,10.1,SW,35,ESE,SW,9,17,81,50,1024.3,1020,8,2,12.5,21.2,No,No
Nuriootpa,15.4,41.6,0,10.8,12.4,WNW,39,N,WSW,9,19,13,7,1013.2,1010.9,2,4,33.7,39.5,No,No
PerthAirport,8.7,24.7,0,2.6,9.6,NNW,41,NNE,NW,19,26,78,44,1022.6,1020,1,7,16.5,24.2,No,No
Moree,10.6,23.8,0,4,8.2,NE,39,E,E,17,15,62,32,1030.5,1026.5,5,1,16.2,23.4,No,No
Perth,19.7,35.5,0,11.4,13,S,50,E,SSW,11,17,48,38,1007.7,1005.2,0,1,25.8,33.6,No,No
NorfolkIsland,14,18.8,5.8,1.2,8.6,S,35,SSW,S,19,20,73,56,1025,1023.6,2,2,17.3,18,Yes,No
MountGambier,3.9,13.4,0.2,0.8,4.2,N,43,N,N,15,20,91,90,1020.1,1014,6,7,7.5,11.6,No,Yes
MelbourneAirport,7.7,14.5,0,1.4,4.8,NNE,74,N,N,30,28,85,69,1022.1,1018.3,4,7,11.5,14.2,No,No
Sydney,20.4,28.1,6.8,7.8,4.6,ENE,31,WNW,ESE,7,19,94,61,1024.2,1023.3,7,5,22.1,25.1,Yes,Yes
Darwin,16.4,28.7,0,6,10.8,ESE,48,SE,ESE,24,24,35,17,1016.5,1013.8,2,2,20.4,28,No,No
Perth,9,24,0,6.6,9.3,SW,31,ENE,SSW,7,15,56,41,1019.1,1015.5,6,6,17.8,23.2,No,No
Perth,18.9,26.4,0,9.6,4.7,SSW,28,W,WSW,11,17,66,53,1013.1,1012.6,7,5,23,24.3,No,No
Mildura,7,15.5,0,2.6,6.5,SSW,30,SSW,SSW,11,11,87,40,1024.6,1023.3,7,2,10,14.4,No,No
MountGambier,5.9,21.8,0,5.8,11.9,SSW,54,SSW,SSW,11,28,50,32,1020.8,1019.6,6,6,16.7,20.8,No,No
WaggaWagga,9,25.4,0,4.8,11.2,SW,39,W,WSW,4,17,76,32,1015.1,1013,0,1,13.2,23.9,No,No
Cairns,15.8,26.9,0,4.8,8.9,SE,37,S,SE,15,26,65,56,1020.5,1018.1,6,6,22.3,25,No,No
NorfolkIsland,20.3,25.5,5.2,6.2,11.6,E,54,E,E,28,31,76,71,1015.3,1015.2,4,5,23.2,24.5,Yes,No
Townsville,23.5,31.5,40.6,4.6,9.5,NNW,28,W,NNW,4,13,77,66,1004.8,1001.9,6,4,27.4,31.2,Yes,No
Hobart,12.1,21.8,0,5.2,7.1,SE,28,ESE,SE,13,17,72,62,1015.9,1013.7,7,7,16.1,20.3,No,Yes
Watsonia,8.7,20.4,6.6,0.8,10.3,W,37,NW,NW,11,13,75,43,1015.8,1014.5,3,4,11.9,18.5,Yes,No
Perth,16.2,23.7,12.2,3.2,2.5,NNW,65,N,W,17,22,90,86,999.3,998.9,6,8,19.6,15.1,Yes,Yes
Watsonia,11.7,30.6,0,9,5.9,N,44,ENE,NNW,9,11,57,26,1008.9,1005.5,5,7,21.8,29.3,No,Yes
SydneyAirport,8.5,17.1,0,2,9.6,WNW,44,W,W,19,17,54,28,1022,1021.2,1,1,12,16,No,No
SydneyAirport,17.9,21.7,0,4,0,NW,24,W,SSE,13,7,69,71,1023.6,1021.3,8,8,18.9,20.4,No,No
MelbourneAirport,9.4,14.8,0,2.6,9.2,WSW,87,WNW,WSW,30,48,58,39,1000.5,1004.9,4,3,13.7,12.7,No,No
NorfolkIsland,17.2,21.4,0,4,9.1,NNE,50,NNE,N,28,19,82,82,1019.3,1017,2,6,19.2,19.7,No,No
Perth,26,39.8,0,13.8,10.8,NE,48,NE,ENE,24,15,31,17,1013.4,1008.6,7,7,31,39.3,No,No
Moree,13.2,34.7,0,10.2,11.2,SW,56,N,SW,17,20,28,10,1010.1,1006.2,0,6,23.3,34,No,No
SydneyAirport,14.3,19.2,3.2,4,5,S,39,WSW,S,7,24,93,88,1011.4,1009.4,8,7,16.7,17.6,Yes,No
WaggaWagga,4.4,11.6,12.8,2.8,4,SW,30,WNW,W,9,20,85,72,1019.7,1020.4,7,7,6.7,11,Yes,No
Cairns,23.3,28.1,4.4,5.8,3.9,SSE,41,SSE,S,17,17,98,79,1015.2,1012.2,8,6,23.7,27.4,Yes,Yes
AliceSprings,12,20.5,15.2,3.2,10.4,SW,35,WSW,SSW,17,20,72,50,1015.7,1014.4,3,5,15,20.4,Yes,No
Darwin,24,33.4,9,7,10.5,SW,41,NW,NW,11,15,69,73,1009.5,1008.1,2,6,30.6,29.8,Yes,No
AliceSprings,17.3,26,0,5.8,0.1,NNW,59,NNW,WNW,33,22,48,93,1011.6,1008.1,7,8,21.3,20.1,No,Yes
Sale,9.8,20.4,0,7.6,6.3,E,31,SW,ENE,19,13,56,43,1020,1019.1,8,3,15.4,19.9,No,No
AliceSprings,21.5,36,0,14.4,9.8,SSE,50,SSE,SE,13,24,43,18,1004.7,1001.1,2,4,28.6,35.1,No,No
MountGambier,1.3,12.6,0.2,0.6,9.1,N,33,NNE,N,13,15,93,58,1030.6,1028.8,0,5,4.6,11.7,No,No
Woomera,8.5,14.1,0,4.2,1.3,SE,35,ESE,SE,17,15,62,50,1027.2,1024.8,7,5,11,13.7,No,No
Melbourne,16.9,25.5,0,6.4,10.1,SSE,35,SSE,SSE,13,19,71,57,1017.8,1014.5,7,1,18.1,23.1,No,No
Sale,11.9,23.2,4,3.6,12,W,57,W,SSW,37,28,59,41,1018.7,1019,1,3,16,22.7,Yes,No
Perth,20.8,37.1,0,14.4,10.2,ENE,31,E,SW,6,15,25,16,1009.9,1008.7,6,7,30,35.6,No,No
Brisbane,13.4,23.9,0,10.2,2.5,WNW,30,WSW,WNW,6,9,49,35,1018.5,1014.6,6,7,18.4,22.7,No,No
Townsville,11.8,24.9,0,6.8,10.4,ENE,35,SSE,ENE,20,24,59,49,1020.5,1016.3,2,1,20.5,23.3,No,No
Darwin,19.8,33,0,6.6,11.1,ENE,31,E,ENE,20,15,42,26,1013.7,1009.8,3,4,26.1,32.4,No,No
Mildura,10,28.6,0,7.6,12,WSW,39,ESE,WSW,13,17,45,21,1018.5,1014.8,0,2,17.8,25.8,No,No
Townsville,24.1,30.3,0,7.6,2.4,ESE,46,SSE,SE,15,20,62,72,1009.3,1007.4,7,7,28.9,28,No,No
Townsville,25.9,32.3,0.2,7,5.5,ENE,39,E,ENE,22,24,64,75,1013.8,1011.8,2,7,30.3,28,No,Yes
Darwin,25.6,33.6,0,7.4,10.5,N,39,N,N,13,30,67,51,1013.2,1008.4,3,2,29.3,32.7,No,No
Perth,12.8,23.8,0,10,12.7,WSW,41,SSE,SSW,13,22,55,44,1015.4,1014.1,1,0,19.2,21.8,No,No
Brisbane,15.9,25.6,0.6,4.6,10.6,E,31,ESE,ESE,13,15,58,53,1018.5,1016.9,2,5,22.9,23.8,No,No
Perth,18.4,28.5,0,9.2,12.9,SSW,43,SSW,SSW,13,24,58,53,1008.4,1006.7,1,1,23.6,25.5,No,No
Mildura,12.4,30.8,0,7.4,10.3,NNE,28,ENE,E,13,11,47,15,1019.9,1015.9,7,7,20.8,30.3,No,No
NorfolkIsland,12.8,18.4,0.4,4.4,10,SW,50,WSW,WSW,19,24,61,50,1018.7,1016.2,6,2,16.2,17.3,No,No
SydneyAirport,17,20.2,1.8,5.4,0,SE,52,SE,E,35,28,81,95,1025.5,1025.1,8,8,18.5,17.6,Yes,Yes
Mildura,4.7,16.7,0,3.2,10.5,SSW,46,SSW,SSW,19,26,62,35,1021.5,1019,1,1,9.1,15.8,No,No
MelbourneAirport,3.1,15.3,0.2,1.6,7.4,N,59,N,N,17,26,86,53,1017,1013.4,2,7,8,13.7,No,No
Brisbane,16.3,27,0,7,9.3,ENE,30,NE,ENE,6,13,54,50,1021.4,1016.8,6,2,23.5,24.8,No,No
Brisbane,16.1,25,0,4.6,7.7,NNE,37,NNE,NE,2,15,66,60,1019.1,1015.5,7,2,19.6,22.6,No,No
Mildura,13.7,27.8,0,8,7.7,SSE,39,SE,SSE,17,17,55,35,1021.1,1017.9,6,7,18.2,23.5,No,No
Townsville,26.6,32,0,8,5,SW,39,N,E,15,13,70,74,1006.1,1003,5,8,29.6,28.7,No,Yes
Nuriootpa,10.1,12.4,22,2,3.9,WSW,56,WSW,WSW,24,33,94,64,1010,1010.6,7,6,10.6,10.4,Yes,Yes
WaggaWagga,10.3,24.6,0,5.2,11.3,ESE,28,ESE,S,13,9,50,21,1018.7,1015.9,0,1,15.6,23.8,No,No
Nuriootpa,5.7,15.5,7,0.2,7.9,SE,28,SSE,S,17,13,87,60,1018.3,1017.1,5,2,10.3,15.3,Yes,No
AliceSprings,13,20.8,0,3.4,3.5,ESE,19,SSE,S,9,9,71,31,1018.4,1016,8,6,14.8,19.9,No,No
Brisbane,17.3,26.3,0,6.6,9.2,N,15,WSW,NE,4,6,66,58,1017.4,1013.4,7,5,22.8,25.9,No,No
MelbourneAirport,8.1,14.8,0.2,2.4,0,SW,31,SW,SSE,19,13,85,76,1028.2,1026.7,7,7,11.3,13.5,No,No
NorfolkIsland,16.6,21.9,0,4,8.6,SSE,20,SSE,SE,6,13,76,60,1020.4,1017.7,4,1,18.9,21.4,No,No
NorfolkIsland,17.6,25.3,0,5,9.6,E,31,E,E,15,19,61,65,1017.1,1016.4,1,7,23.9,23.3,No,No
WaggaWagga,13.3,27.2,0,10.4,5,NE,43,ESE,E,17,20,36,28,1016.6,1013.6,5,7,19.9,26.4,No,No
Portland,2.9,13.7,0.2,1.2,3.8,NNW,39,N,NNW,11,20,91,60,1023.5,1018.5,2,7,6.6,13.3,No,Yes
Watsonia,13.5,27.4,0,8.6,9.1,SW,35,E,WSW,6,19,72,53,1013.2,1013.2,8,1,17.4,26.4,No,No
Sydney,7.9,18.7,0,3.8,9.7,W,33,W,E,20,6,66,51,1016.6,1012.2,1,1,9,16.2,No,No
Darwin,24.7,32.3,24,6.6,9.4,NW,50,NW,NNW,30,31,79,67,1002.4,1000.8,5,5,29.3,31.2,Yes,Yes
Perth,18.1,24.2,0,7.2,6,SSW,39,SW,SW,19,24,76,57,1016.8,1015.4,6,7,19.2,21.7,No,No
Williamtown,13,24.2,0.2,5.2,9.4,SSE,39,WNW,SSE,11,22,87,50,1020.4,1018.5,2,3,17.9,23.2,No,Yes
MountGambier,11.6,15.8,0.6,1,3.1,NW,69,NW,NW,31,39,88,69,1011.5,1008.6,7,7,13.6,15.2,No,Yes
Darwin,22.3,33.5,0,6.2,8.9,WNW,31,SE,NNW,7,24,66,73,1013.8,1009.9,6,6,27.3,29.9,No,No
Brisbane,15,24,0,4.4,9.1,SSE,31,SW,ESE,4,9,69,49,1028.4,1025.5,5,3,20.1,22.3,No,No
AliceSprings,11.5,32,0,11.2,11.8,ESE,50,ENE,E,26,30,8,5,1023.2,1018.2,0,1,27,31.1,No,No
WaggaWagga,21,37.5,2.2,8.8,7.5,NW,61,E,W,19,22,64,19,1008.1,1002.7,5,6,25.2,37.5,Yes,Yes
PerthAirport,18.6,37.4,0,10,10.2,SW,43,SSW,WSW,22,22,16,38,1012.9,1011.9,1,7,33,33.9,No,No
NorfolkIsland,20.7,25.5,1.2,4,11.3,SW,26,S,SSW,15,15,82,78,1009.1,1006.2,5,4,23.4,24.3,Yes,No
Darwin,26.2,31.1,0.8,6.6,1,WSW,50,W,W,13,17,82,82,1009,1005.3,7,7,29.1,28.6,No,Yes
Townsville,16.6,25.9,0,4.8,7.7,ENE,28,ESE,NE,9,19,74,63,1015.2,1012.2,6,7,22.5,24.5,No,No
Watsonia,14.5,25.7,0,2,9,S,33,SSE,SSW,7,11,90,53,1019.9,1018,7,7,17.2,24.7,No,No
Hobart,0.5,10.7,0,0.4,8.4,NNW,33,NW,NNW,9,20,82,50,1024.2,1022.1,1,1,2.7,10.1,No,No
MelbourneAirport,9.7,16.7,0,1.6,3.2,NNW,37,NNW,WNW,15,17,56,47,1024.3,1022.4,3,7,13.8,16.3,No,No
Woomera,17.6,42,1.2,13,11,W,76,NNE,N,22,41,10,5,1011.1,1005.3,3,1,27.8,40.9,Yes,No
Hobart,11.7,23.9,0,6.2,11.9,NW,39,N,ESE,17,26,98,98,1013.6,1011.7,1,1,19.2,21.5,No,No
MountGambier,11.2,34.3,0,8,10.4,W,37,ENE,WNW,17,13,62,27,1012.6,1009,7,6,18.1,34,No,No
Hobart,9.5,13.5,15.8,5.6,0.8,SSE,43,S,S,20,26,82,69,1016.6,1016.5,8,8,10.6,12.5,Yes,Yes
Cairns,24.6,31.4,0.8,8.8,8.5,ESE,48,SSE,SE,17,28,78,59,1011.9,1009.4,7,7,27.5,30.8,No,Yes
Perth,18.1,35.3,0,11,13,SSW,39,NNE,WSW,13,17,28,30,1013.1,1009.1,0,1,28,30.8,No,No
AliceSprings,14.4,34.1,0,13.4,12.9,ESE,44,SE,SE,24,22,16,8,1006.4,1002.1,0,0,26.4,32.1,No,No
Canberra,0.4,19,0,3.4,8.3,NW,39,NE,WNW,2,19,76,41,1019.8,1015.8,6,5,7.7,18.5,No,No
Watsonia,3.5,16.5,5.4,3.4,11.8,SW,31,S,SSE,6,9,75,48,1025.6,1024.8,5,1,10.5,15.7,Yes,No
Portland,10.9,18,0,5.2,9.9,SE,35,SE,ESE,17,19,56,51,1022.2,1019.7,7,3,14.1,17.2,No,No
Nuriootpa,14.5,22.3,0,6.4,7.8,W,39,WSW,W,17,22,80,45,1016.5,1016,8,4,16.8,21.6,No,No
Hobart,6.8,9.8,10,2.4,2.2,E,24,SSW,SSE,9,9,88,75,1016,1016.1,8,7,7.6,8.3,Yes,No
Mildura,18.1,35.9,0,16,13.4,NE,24,ENE,S,15,9,61,29,1017.1,1014.5,0,0,23.5,33.4,No,No
Mildura,7.1,21.1,0,6.4,11.1,SSE,33,SSW,S,11,15,82,36,1028.4,1025.3,0,0,9.7,19.6,No,No
