Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Cairns,23.2,30.5,0.0,5.0,8.1,SE,46,SSE,SE,20,26,80,65,1014.6,1012.6,3,3,26.7,29.1,No,No
AliceSprings,17.9,28.8,0.0,8.4,7.1,E,30,E,SSE,9,9,28,19,1015.9,1011.0,7,5,20.1,26.8,No,No
MelbourneAirport,11.1,20.4,0.0,2.6,5.7,SW,24,SSW,WSW,13,7,75,60,1021.0,1018.7,8,1,13.2,18.2,No,No
Hobart,11.4,17.4,0.0,5.0,10.7,NNW,59,E,NNW,15,24,49,46,1016.7,1017.4,1,4,15.8,17.0,No,No
PerthAirport,9.6,26.4,0.4,6.6,12.2,SW,50,SSE,S,15,28,44,30,1014.8,1011.9,2,2,20.4,25.9,No,No
SydneyAirport,18.3,23.9,0.0,7.2,7.5,SE,30,SSE,ESE,15,22,55,50,1019.7,1018.5,2,5,21.3,23.2,No,No
Sale,6.5,14.7,9.8,2.2,3.5,W,44,W,SW,19,26,88,66,1010.1,1012.8,8,8,10.1,13.0,Yes,No
Melbourne,7.2,14.5,0.0,0.8,4.7,S,19,SW,SSW,7,7,88,66,1023.8,1023.5,7,5,9.4,13.4,No,No
Darwin,23.0,33.5,0.0,7.8,10.1,NNE,41,SE,NNW,9,24,67,46,1015.6,1011.9,4,3,27.6,30.5,No,No
AliceSprings,10.1,20.3,0.0,8.0,7.9,ESE,39,ESE,ESE,24,19,29,20,1024.3,1020.4,4,5,13.6,20.1,No,No
Woomera,15.4,31.9,0.0,13.4,12.9,SSE,44,SE,SSW,19,19,59,16,1020.0,1017.9,0,0,19.2,30.1,No,No
Portland,10.3,17.8,0.4,1.0,12.3,SW,33,SSW,SSW,15,19,69,55,1009.9,1010.2,7,4,15.0,16.2,No,No
Townsville,23.2,28.7,9.2,6.2,3.6,NE,33,ESE,ENE,9,20,73,70,1008.7,1005.6,7,7,26.5,28.2,Yes,Yes
Watsonia,10.6,13.5,0.0,4.0,3.0,N,69,NNE,NNE,19,24,78,71,1024.7,1021.5,7,7,11.7,12.7,No,No
WaggaWagga,14.2,32.4,0.0,8.0,11.4,W,37,ESE,WNW,13,20,60,20,1016.0,1012.7,1,2,21.3,30.2,No,No
Woomera,21.5,29.3,0.0,15.6,6.3,SW,48,S,SW,22,26,52,41,1009.9,1009.2,3,2,24.2,28.4,No,No
AliceSprings,12.6,20.3,0.0,7.6,1.1,SSW,41,SW,SSW,4,13,42,61,1022.3,1020.3,7,7,15.8,17.7,No,No
SydneyAirport,21.1,29.1,0.0,8.2,12.9,ENE,35,WSW,ENE,7,26,62,56,1008.7,1005.5,3,2,25.2,27.9,No,No
MelbourneAirport,12.3,17.3,1.4,8.8,0.9,N,72,N,NNW,31,9,79,70,1015.7,1014.5,7,7,12.8,17.0,Yes,Yes
SydneyAirport,14.8,19.4,6.0,2.8,3.4,S,54,SSW,SSW,28,22,70,59,1022.1,1021.7,7,7,16.6,18.4,Yes,No
Sydney,6.1,18.4,0.0,3.2,8.8,W,35,W,SSW,22,11,64,56,1023.2,1020.7,1,6,8.8,15.6,No,No
PerthAirport,7.7,15.3,4.8,0.6,9.5,SSW,46,S,S,19,19,79,38,1026.6,1024.7,1,3,10.2,15.1,Yes,No
MelbourneAirport,4.7,16.5,0.0,3.0,7.7,S,31,N,S,13,17,83,56,1020.4,1018.8,7,6,10.2,15.3,No,No
Townsville,10.1,22.0,0.0,7.4,11.0,E,35,SSE,NE,7,22,44,42,1021.7,1018.3,2,1,17.8,20.7,No,No
Sydney,15.3,23.7,0.0,2.8,10.7,NE,35,WNW,NE,15,19,78,54,1028.1,1023.7,1,2,17.8,23.0,No,No
Cairns,19.0,27.3,6.4,6.0,8.1,SE,70,SE,SE,43,37,55,43,1021.1,1019.1,2,3,24.3,26.0,Yes,Yes
Woomera,26.5,40.0,0.6,14.2,8.5,NNE,52,N,ENE,19,20,31,27,1011.0,1008.1,2,2,32.7,37.4,No,No
MountGambier,9.0,14.7,1.0,0.6,1.7,NNW,37,NNW,NNW,19,20,92,96,1025.0,1024.5,3,7,13.1,13.3,No,Yes
Perth,18.2,25.8,0.0,12.0,13.0,SW,48,S,SW,19,24,60,54,1010.8,1010.3,1,0,22.2,23.7,No,No
CoffsHarbour,6.6,19.3,0.0,2.8,10.5,WSW,26,SW,E,17,15,68,52,1027.8,1023.9,1,1,16.8,19.1,No,No
MountGambier,9.3,20.4,0.2,6.4,9.2,SSE,48,SE,SSE,11,28,71,48,1027.0,1024.6,7,4,14.9,18.9,No,No
Hobart,2.3,15.8,0.2,3.6,9.5,NW,61,NNW,NNW,22,33,49,40,1016.9,1014.1,5,4,10.4,15.2,No,No
Hobart,8.6,18.7,2.6,8.2,10.8,NW,59,NW,NW,30,30,57,33,998.0,998.4,3,7,12.8,18.3,Yes,No
NorfolkIsland,17.2,21.4,11.0,1.2,5.2,SSE,41,WNW,S,11,20,89,83,1011.7,1010.7,7,5,19.9,19.2,Yes,Yes
CoffsHarbour,17.1,24.2,0.4,2.4,8.2,SSW,76,SSW,S,26,28,73,69,1014.1,1012.7,3,7,21.5,20.8,No,No
Watsonia,11.8,16.3,8.0,7.4,3.7,WNW,50,SSW,SSW,19,20,99,62,1017.8,1019.8,8,7,11.8,14.9,Yes,Yes
MountGambier,16.1,39.6,0.0,8.4,13.2,WSW,56,N,NW,24,33,23,10,1013.4,1012.1,1,1,27.8,39.2,No,No
Townsville,22.3,31.0,0.0,9.4,11.6,ENE,39,ESE,ENE,11,28,67,58,1011.9,1009.5,1,2,28.0,30.1,No,No
NorfolkIsland,16.0,20.0,1.6,5.0,8.0,SSW,54,SSW,WSW,26,9,51,82,1019.2,1019.5,3,5,18.2,16.1,Yes,No
SydneyAirport,12.0,25.7,0.0,5.4,10.7,NE,43,N,NE,11,24,61,49,1022.6,1016.3,0,3,19.6,24.1,No,No
Perth,19.5,23.8,4.6,5.0,5.6,SW,44,NNW,SW,7,20,93,51,1007.2,1009.5,7,5,21.1,22.6,Yes,No
Brisbane,7.8,22.0,0.0,2.0,9.8,NW,17,SW,NW,7,7,70,46,1021.7,1017.2,1,1,13.1,21.9,No,No
Melbourne,7.5,18.9,2.4,2.2,8.5,SSE,33,N,S,15,22,64,50,1024.5,1021.4,6,7,12.0,16.8,Yes,No
SydneyAirport,11.7,17.0,0.0,5.4,10.0,W,76,WNW,WSW,57,39,43,31,1007.8,1013.9,1,3,14.5,16.1,No,No
Melbourne,15.3,25.6,0.0,4.6,10.1,SSE,37,SE,E,17,9,60,46,1015.8,1011.9,7,1,17.0,23.8,No,No
SydneyAirport,6.1,15.7,0.0,3.8,9.5,SW,50,WNW,S,19,24,58,59,1029.7,1029.0,1,1,10.5,15.2,No,No
Sydney,10.2,19.8,0.6,4.8,10.4,SSW,59,W,S,22,28,53,42,1018.3,1017.7,7,2,13.1,17.5,No,No
PerthAirport,18.3,24.1,0.0,5.6,7.5,W,48,WSW,WSW,13,28,54,59,1017.6,1016.9,7,6,21.1,21.9,No,No
Cairns,21.2,29.9,13.4,6.0,8.6,SSE,57,SSE,ESE,33,33,69,39,1020.4,1017.0,7,2,23.1,27.8,Yes,Yes
Hobart,16.7,17.4,0.0,4.0,2.6,S,59,SSE,S,11,24,61,51,1017.6,1020.3,7,7,17.2,14.9,No,No
Watsonia,6.4,18.0,3.2,2.4,11.3,SSW,30,ENE,SW,9,15,67,51,1027.1,1025.7,4,1,11.7,17.2,Yes,No
MountGambier,5.5,15.9,0.2,1.2,3.0,N,35,NE,NNE,15,17,87,59,1023.4,1018.8,7,8,9.8,13.4,No,Yes
MountGambier,3.8,13.6,5.8,1.4,7.0,S,26,NW,SSE,7,13,100,70,1017.8,1015.3,7,4,7.3,12.8,Yes,No
MelbourneAirport,7.2,21.3,0.0,7.2,12.1,SSE,41,SSW,SSE,19,22,52,42,1020.0,1018.6,7,2,14.9,19.6,No,No
Darwin,27.3,32.7,0.0,4.4,3.5,NW,28,SW,NW,15,20,83,65,1012.8,1008.2,7,7,29.3,32.0,No,Yes
MelbourneAirport,17.1,37.7,0.0,7.2,11.1,S,56,ENE,WNW,15,19,75,19,1014.2,1010.8,1,4,20.8,36.1,No,No
Darwin,25.2,33.5,0.6,4.4,8.2,WSW,33,ESE,WSW,11,20,79,52,1011.7,1007.8,7,6,28.0,32.7,No,Yes
Sydney,22.4,28.1,0.0,8.8,10.8,ENE,33,NE,ENE,7,20,61,57,1023.4,1022.6,1,3,26.2,27.0,No,No
Melbourne,9.3,18.5,0.4,0.6,7.6,WSW,37,N,SW,17,11,81,61,1014.6,1013.3,2,7,11.1,16.7,No,No
Mildura,5.9,18.7,0.8,4.6,5.2,WSW,59,WNW,NW,19,19,68,53,1008.7,1003.6,7,7,13.0,15.8,No,Yes
Nuriootpa,7.5,17.0,0.0,1.6,6.6,WNW,72,NNW,WNW,15,41,73,56,1006.4,1002.2,4,6,12.4,14.3,No,Yes
Darwin,19.0,31.7,0.0,7.8,10.9,ESE,37,SE,WNW,20,19,21,24,1015.9,1012.1,4,5,22.8,30.1,No,No
AliceSprings,17.7,36.9,0.0,14.4,12.1,E,46,NNE,E,26,24,14,7,1017.9,1014.4,0,1,31.8,35.8,No,No
MountGambier,9.1,19.7,0.0,1.4,8.9,NNW,31,N,N,20,20,76,50,1026.7,1024.1,5,5,13.3,19.2,No,No
WaggaWagga,12.3,24.1,0.0,6.4,6.5,WSW,37,W,SW,9,22,57,33,1017.0,1014.5,5,7,15.6,22.6,No,No
MelbourneAirport,12.0,20.2,0.4,8.6,5.8,SW,46,W,W,26,31,51,40,1012.2,1010.1,3,7,15.6,18.3,No,No
Perth,15.7,27.2,0.0,5.6,10.9,E,44,E,WSW,11,11,64,54,1012.3,1008.6,1,1,21.2,25.8,No,Yes
Perth,14.0,15.7,14.8,0.6,0.0,SSW,48,NE,S,9,19,96,93,1011.0,1009.6,8,8,14.2,13.2,Yes,Yes
Townsville,14.8,28.5,0.0,9.2,10.9,NE,41,SE,NE,22,30,25,41,1020.3,1016.3,5,1,25.8,26.2,No,No
Canberra,5.1,23.3,0.0,3.6,10.3,NW,44,N,NW,9,28,54,30,1016.4,1011.7,1,1,16.4,22.4,No,No
SydneyAirport,7.4,18.7,0.2,0.4,8.3,SW,41,NW,W,17,20,64,32,1020.1,1018.7,2,5,11.9,18.6,No,No
NorfolkIsland,13.8,19.9,0.0,4.8,7.6,NNE,54,NNE,NNE,24,28,72,83,1015.2,1010.6,7,7,18.6,18.4,No,Yes
Mildura,15.8,34.6,0.0,12.0,13.5,SE,39,ESE,SE,15,20,34,10,1016.4,1013.8,1,1,21.8,33.7,No,No
PerthAirport,9.1,21.2,0.0,5.0,11.9,ESE,37,E,WSW,26,20,45,34,1024.9,1021.5,1,1,14.7,20.5,No,No
Moree,2.8,19.0,0.0,2.0,3.2,E,33,ESE,ENE,9,15,66,36,1029.7,1027.2,7,6,8.2,17.7,No,Yes
MelbourneAirport,4.2,13.5,8.0,0.2,2.7,W,54,WNW,WSW,26,33,69,72,1006.1,1008.5,7,7,10.5,13.1,Yes,No
Watsonia,21.6,29.2,3.0,14.4,1.1,SW,44,W,SSW,13,20,63,55,1009.4,1007.9,7,8,25.7,28.1,Yes,No
Watsonia,9.9,23.0,0.0,6.4,10.1,SW,35,ESE,SW,9,17,81,50,1024.3,1020.0,8,2,12.5,21.2,No,No
Hobart,2.6,14.1,0.0,1.0,8.5,NW,50,N,N,28,19,72,49,1027.1,1024.2,1,7,6.7,13.7,No,No
Portland,9.0,14.0,5.2,5.4,8.9,WSW,94,WSW,WSW,50,37,66,66,1007.1,1013.4,8,8,11.5,11.8,Yes,No
Perth,19.7,35.5,0.0,11.4,13.0,S,50,E,SSW,11,17,48,38,1007.7,1005.2,0,1,25.8,33.6,No,No
NorfolkIsland,14.0,18.8,5.8,1.2,8.6,S,35,SSW,S,19,20,73,56,1025.0,1023.6,2,2,17.3,18.0,Yes,No
MountGambier,3.9,13.4,0.2,0.8,4.2,N,43,N,N,15,20,91,90,1020.1,1014.0,6,7,7.5,11.6,No,Yes
Darwin,22.1,32.4,0.0,5.0,9.9,NNE,37,E,NE,15,22,67,43,1012.2,1008.6,0,4,26.4,32.2,No,No
SydneyAirport,19.4,23.9,0.4,6.2,1.8,E,41,ESE,E,22,30,61,69,1023.9,1022.8,5,7,22.8,22.3,No,No
Darwin,16.4,28.7,0.0,6.0,10.8,ESE,48,SE,ESE,24,24,35,17,1016.5,1013.8,2,2,20.4,28.0,No,No
Perth,9.0,24.0,0.0,6.6,9.3,SW,31,ENE,SSW,7,15,56,41,1019.1,1015.5,6,6,17.8,23.2,No,No
Hobart,13.6,25.0,0.0,1.6,1.1,NNW,80,NNW,N,19,30,68,49,1007.5,999.1,7,8,18.9,24.2,No,Yes
Mildura,7.0,15.5,0.0,2.6,6.5,SSW,30,SSW,SSW,11,11,87,40,1024.6,1023.3,7,2,10.0,14.4,No,No
Brisbane,13.9,21.6,15.2,3.2,6.6,ESE,44,SW,ESE,4,11,88,74,1026.9,1024.2,3,5,17.0,20.0,Yes,Yes
Townsville,25.7,30.2,25.0,6.6,4.5,ESE,46,SE,E,13,30,77,82,1014.2,1010.9,7,7,28.2,29.0,Yes,Yes
Cairns,15.8,26.9,0.0,4.8,8.9,SE,37,S,SE,15,26,65,56,1020.5,1018.1,6,6,22.3,25.0,No,No
Townsville,23.5,31.5,40.6,4.6,9.5,NNW,28,W,NNW,4,13,77,66,1004.8,1001.9,6,4,27.4,31.2,Yes,No
Hobart,4.9,16.8,0.0,3.2,10.0,SE,30,NNW,E,13,17,56,44,1010.7,1007.3,7,6,11.7,14.8,No,No
MountGambier,4.8,14.6,0.0,1.8,5.2,S,48,WNW,S,9,31,93,77,1023.6,1023.1,7,5,10.0,13.0,No,No
MelbourneAirport,3.6,13.5,0.0,1.4,0.2,N,22,N,ENE,11,4,77,56,1029.5,1026.7,7,7,7.5,12.9,No,No
SydneyAirport,17.9,21.7,0.0,4.0,0.0,NW,24,W,SSE,13,7,69,71,1023.6,1021.3,8,8,18.9,20.4,No,No
MelbourneAirport,9.4,14.8,0.0,2.6,9.2,WSW,87,WNW,WSW,30,48,58,39,1000.5,1004.9,4,3,13.7,12.7,No,No
NorfolkIsland,17.2,21.4,0.0,4.0,9.1,NNE,50,NNE,N,28,19,82,82,1019.3,1017.0,2,6,19.2,19.7,No,No
Portland,6.9,16.6,3.2,3.4,5.7,S,35,SSW,SSW,15,15,81,70,1020.6,1020.4,6,8,13.7,15.4,Yes,No
Melbourne,15.3,23.1,0.0,7.0,10.2,S,43,NNE,S,11,31,64,51,1012.9,1013.0,7,6,18.3,21.3,No,Yes
MountGambier,8.6,22.9,0.0,2.8,7.6,N,65,NNE,NNW,35,33,43,30,1007.9,1003.3,7,7,14.8,21.4,No,No
WaggaWagga,3.9,18.6,0.0,2.0,9.3,WSW,61,SE,NNW,2,24,70,38,1013.3,1008.1,1,6,10.0,18.3,No,Yes
Moree,13.2,34.7,0.0,10.2,11.2,SW,56,N,SW,17,20,28,10,1010.1,1006.2,0,6,23.3,34.0,No,No
SydneyAirport,14.3,19.2,3.2,4.0,5.0,S,39,WSW,S,7,24,93,88,1011.4,1009.4,8,7,16.7,17.6,Yes,No
Cairns,26.8,34.8,0.0,7.2,9.1,SE,35,SSE,SE,11,17,77,65,1009.5,1005.5,7,3,31.6,32.9,No,Yes
AliceSprings,12.0,20.5,15.2,3.2,10.4,SW,35,WSW,SSW,17,20,72,50,1015.7,1014.4,3,5,15.0,20.4,Yes,No
SydneyAirport,15.1,20.9,3.4,4.4,2.5,SW,22,SW,S,11,13,79,65,1021.4,1019.1,5,6,18.9,20.5,Yes,Yes
Nuriootpa,11.9,18.4,6.9,6.9,3.7,SW,35,SW,SW,7,20,94,45,1019.9,1021.3,8,6,12.3,17.9,Yes,No
Darwin,24.0,33.4,9.0,7.0,10.5,SW,41,NW,NW,11,15,69,73,1009.5,1008.1,2,6,30.6,29.8,Yes,No
AliceSprings,17.3,26.0,0.0,5.8,0.1,NNW,59,NNW,WNW,33,22,48,93,1011.6,1008.1,7,8,21.3,20.1,No,Yes
Perth,8.7,27.6,0.0,5.0,10.0,WSW,22,ENE,WSW,6,13,46,28,1024.1,1020.7,0,0,18.1,26.0,No,No
Sale,9.8,20.4,0.0,7.6,6.3,E,31,SW,ENE,19,13,56,43,1020.0,1019.1,8,3,15.4,19.9,No,No
MountGambier,1.3,12.6,0.2,0.6,9.1,N,33,NNE,N,13,15,93,58,1030.6,1028.8,0,5,4.6,11.7,No,No
Sale,11.9,23.2,4.0,3.6,12.0,W,57,W,SSW,37,28,59,41,1018.7,1019.0,1,3,16.0,22.7,Yes,No
Perth,20.8,37.1,0.0,14.4,10.2,ENE,31,E,SW,6,15,25,16,1009.9,1008.7,6,7,30.0,35.6,No,No
CoffsHarbour,9.2,20.1,0.0,1.0,1.7,NE,24,NNW,NNE,2,17,83,72,1026.7,1023.6,7,8,14.5,18.2,No,No
Brisbane,13.4,23.9,0.0,10.2,2.5,WNW,30,WSW,WNW,6,9,49,35,1018.5,1014.6,6,7,18.4,22.7,No,No
Hobart,7.4,24.0,0.0,7.0,5.5,NNW,63,NNW,NNW,26,24,53,27,1013.8,1005.6,7,7,13.3,22.3,No,No
NorfolkIsland,16.5,21.7,6.4,5.2,7.3,WNW,56,WNW,NW,22,24,52,79,1011.7,1008.7,1,6,20.3,17.9,Yes,Yes
Watsonia,7.9,21.4,0.0,5.0,2.1,N,20,ENE,NE,9,11,86,51,1018.5,1014.5,7,7,11.7,19.8,No,No
WaggaWagga,6.7,10.7,3.6,4.0,6.4,W,56,W,WSW,22,26,80,67,1013.6,1011.8,6,4,8.4,9.3,Yes,Yes
Watsonia,4.1,11.2,10.6,1.2,0.3,NW,28,NNE,N,6,9,100,98,1003.4,998.3,7,8,8.1,9.6,Yes,Yes
Mildura,12.4,30.8,0.0,7.4,10.3,NNE,28,ENE,E,13,11,47,15,1019.9,1015.9,7,7,20.8,30.3,No,No
Sydney,12.6,19.4,0.4,1.4,0.7,W,24,W,NNW,13,4,88,57,1034.6,1031.5,7,6,13.5,19.2,No,No
Sydney,9.4,18.5,0.0,5.0,8.2,NNW,35,NNW,NNW,7,24,58,43,1012.6,1007.4,7,4,12.8,17.4,No,No
Cairns,18.9,24.3,0.0,6.2,0.4,SE,33,S,SSE,19,15,67,70,1015.7,1013.4,6,7,22.4,23.0,No,No
Mildura,4.7,16.7,0.0,3.2,10.5,SSW,46,SSW,SSW,19,26,62,35,1021.5,1019.0,1,1,9.1,15.8,No,No
WaggaWagga,13.9,31.0,0.0,5.0,11.0,WNW,30,ENE,NNE,9,17,57,29,1022.8,1019.1,1,5,22.5,28.5,No,No
MelbourneAirport,3.1,15.3,0.2,1.6,7.4,N,59,N,N,17,26,86,53,1017.0,1013.4,2,7,8.0,13.7,No,No
Brisbane,16.3,27.0,0.0,7.0,9.3,ENE,30,NE,ENE,6,13,54,50,1021.4,1016.8,6,2,23.5,24.8,No,No
Townsville,25.3,32.6,0.0,8.0,9.3,NE,33,ESE,ENE,7,24,71,51,1014.7,1012.2,7,5,28.5,31.3,No,No
Canberra,17.9,27.8,0.2,3.0,2.4,NNW,65,N,NW,9,26,80,81,1008.5,1006.8,7,8,22.0,23.0,No,Yes
Mildura,13.7,27.8,0.0,8.0,7.7,SSE,39,SE,SSE,17,17,55,35,1021.1,1017.9,6,7,18.2,23.5,No,No
Darwin,12.7,25.0,0.0,7.2,11.2,ESE,48,SE,ESE,30,9,43,35,1018.7,1014.6,5,6,16.7,23.9,No,No
Mildura,5.4,15.6,0.0,1.4,5.4,WNW,26,NNW,NW,7,13,87,56,1027.0,1023.5,8,2,7.6,15.4,No,No
Townsville,26.6,32.0,0.0,8.0,5.0,SW,39,N,E,15,13,70,74,1006.1,1003.0,5,8,29.6,28.7,No,Yes
Mildura,1.3,16.6,0.0,3.6,9.0,W,28,SSW,W,7,13,68,36,1029.1,1026.6,7,0,9.0,16.2,No,No
Watsonia,14.1,19.9,4.4,10.4,8.8,SSW,35,S,S,17,15,69,51,1020.4,1019.5,7,7,14.9,18.8,Yes,No
Townsville,15.0,24.7,0.0,4.0,2.7,ESE,30,E,NE,6,13,71,55,1019.6,1017.6,7,7,21.6,23.0,No,Yes
MountGambier,11.7,30.2,0.0,4.0,10.5,S,33,E,S,15,20,70,35,1017.8,1014.2,4,7,19.0,29.3,No,No
MountGambier,5.7,22.8,0.0,2.0,9.6,N,33,NE,N,19,19,71,35,1020.7,1016.4,6,8,12.5,22.0,No,No
Mildura,15.7,32.3,0.0,8.0,11.3,W,37,NE,NNW,9,13,55,23,1023.1,1020.3,1,2,21.0,31.0,No,No
Darwin,25.9,30.8,2.8,2.4,3.6,ENE,41,WNW,WNW,20,26,81,76,1003.1,999.8,7,7,28.5,30.1,Yes,Yes
MelbourneAirport,8.1,14.8,0.2,2.4,0.0,SW,31,SW,SSE,19,13,85,76,1028.2,1026.7,7,7,11.3,13.5,No,No
Portland,7.6,21.3,1.2,3.0,7.7,N,61,N,N,20,20,83,55,1012.2,1004.5,7,8,12.1,20.5,Yes,Yes
NorfolkIsland,16.6,21.9,0.0,4.0,8.6,SSE,20,SSE,SE,6,13,76,60,1020.4,1017.7,4,1,18.9,21.4,No,No
WaggaWagga,13.4,17.8,0.0,5.6,7.8,N,48,W,W,30,26,78,49,1015.5,1015.8,7,3,13.7,16.9,No,No
Portland,11.5,16.2,1.2,6.8,6.2,SE,44,SE,SE,15,28,86,64,1021.3,1022.0,8,8,11.8,14.7,Yes,Yes
Portland,2.9,13.7,0.2,1.2,3.8,NNW,39,N,NNW,11,20,91,60,1023.5,1018.5,2,7,6.6,13.3,No,Yes
Melbourne,15.9,25.9,0.0,7.4,10.8,SSE,41,SW,SSW,13,17,72,48,1017.4,1018.1,6,3,18.7,25.1,No,No
Sydney,7.9,18.7,0.0,3.8,9.7,W,33,W,E,20,6,66,51,1016.6,1012.2,1,1,9.0,16.2,No,No
Perth,18.1,24.2,0.0,7.2,6.0,SSW,39,SW,SW,19,24,76,57,1016.8,1015.4,6,7,19.2,21.7,No,No
Williamtown,13.0,24.2,0.2,5.2,9.4,SSE,39,WNW,SSE,11,22,87,50,1020.4,1018.5,2,3,17.9,23.2,No,Yes
MountGambier,11.6,15.8,0.6,1.0,3.1,NW,69,NW,NW,31,39,88,69,1011.5,1008.6,7,7,13.6,15.2,No,Yes
Darwin,22.3,33.5,0.0,6.2,8.9,WNW,31,SE,NNW,7,24,66,73,1013.8,1009.9,6,6,27.3,29.9,No,No
AliceSprings,11.5,32.0,0.0,11.2,11.8,ESE,50,ENE,E,26,30,8,5,1023.2,1018.2,0,1,27.0,31.1,No,No
Cairns,24.7,31.7,0.0,10.8,11.2,SE,56,SE,SE,33,39,57,49,1012.7,1010.8,3,2,29.3,30.6,No,Yes
Nuriootpa,9.2,21.2,0.0,5.4,11.5,SSE,39,SE,SE,15,20,100,28,1033.6,1030.8,2,5,12.9,19.8,No,No
WaggaWagga,21.0,37.5,2.2,8.8,7.5,NW,61,E,W,19,22,64,19,1008.1,1002.7,5,6,25.2,37.5,Yes,Yes
PerthAirport,18.6,37.4,0.0,10.0,10.2,SW,43,SSW,WSW,22,22,16,38,1012.9,1011.9,1,7,33.0,33.9,No,No
NorfolkIsland,20.7,25.5,1.2,4.0,11.3,SW,26,S,SSW,15,15,82,78,1009.1,1006.2,5,4,23.4,24.3,Yes,No
